message_id	message_text
ID-CTX-B-2998	Tadi aku sempat pinjam buku catatanmu.
ID-CTX-B-2999	Lupa bilang, kutaruh lagi di samping tas.
ID-CTX-B-3000	Halaman yang terbuka masih sama?
ID-CTX-B-3001	Iya, nggak kubaca. Aku cuma lihat sampulnya.
ID-CTX-B-3002	Aku tanya karena ada tanda kertas di dalam.
ID-CTX-B-3003	Masih kelihatan ujungnya dari atas.
ID-CTX-B-3004	Oh ya, pensil pendek di sebelah buku juga punyamu?
ID-CTX-B-3005	Kalau iya, belum kusentuh.
ID-CTX-B-3006	Aku mau istirahat sebentar, nanti kubaca jawabmu.
ID-CTX-B-1570	Air di termos masih hangat?
ID-CTX-B-1571	Tadi pagi masih. Coba sedikit dulu.
ID-CTX-B-1572	Aku mau bikin minuman, bukan buat mandi 😅
ID-CTX-B-1573	Gelasnya sudah kusiapkan.
ID-CTX-B-1574	Ya, tuang pelan-pelan.
ID-CTX-B-1575	Kamu khawatir banget sama gelas itu.
ID-CTX-B-1576	Sudah kutuang. Nggak tumpah kok.
ID-CTX-B-1577	Tutup termosnya agak seret.
ID-CTX-B-1578	Putar ke kanan sampai rapat.
ID-CTX-B-1579	Nah, sudah. Aku pergi duduk dulu.
ID-CTX-B-1580	Minumannya masih panas, kutunggu dingin.
ID-CTX-B-1581	Oke. Jangan sambil jalan.
ID-CTX-B-1582	Iya, aku di kursi sekarang.
ID-CTX-B-0066	Gelas bening yang di rak boleh kupakai?
ID-CTX-B-0067	Ambil aja. Yang dekat mangkuk, ya?
ID-CTX-B-0068	Iya. Eh, ada bekas air di dasarnya.
ID-CTX-B-0069	Bentar, kulap dulu.
ID-CTX-B-0070	Oh, ternyata dari rak yang basah.
ID-CTX-B-0071	Rak itu kemarin kena tumpahan sedikit.
ID-CTX-B-0072	Aku ketemu gelasku sendiri di belakangnya.
ID-CTX-B-0073	Jadi gelas beningnya nggak dipakai?
ID-CTX-B-0074	Nggak jadi. Aku pakai punyaku.
ID-CTX-B-0075	Maaf, telanjur kubuat kamu cari.
ID-CTX-B-0076	Aku belum bergerak dari sini 😂
ID-CTX-B-0077	Oh. Kirain kamu sudah ke rak.
ID-CTX-B-0078	Gelas yang tadi tetap di tempatnya.
ID-CTX-B-0079	Iya, nanti kulap dasar raknya.
ID-CTX-B-1639	Earphone yang satu bisa kupinjam sebentar?
ID-CTX-B-1640	Bisa. Aku nggak pakai sekarang.
ID-CTX-B-1641	Mau dengar rekaman suara dari Dini.
ID-CTX-B-1642	Yang dia kirim pagi tadi, suaranya pelan.
ID-CTX-B-1643	Naikkan volumenya sedikit saja.
ID-CTX-B-1644	Iya, nggak keras kok.
ID-CTX-B-1645	Sudah kudengar. Ternyata soal bukunya.
ID-CTX-B-1646	Earphone kutaruh di kantong kecil tasmu.
ID-CTX-B-1647	Oke, makasih sudah bilang.
ID-CTX-B-1648	Aku mau balas dia dulu.
ID-CTX-B-1649	Eh, audionya pendek tapi ada suara kendaraan juga.
ID-CTX-B-1650	Pantas perlu earphone buat dengar jelas.
ID-CTX-B-3200	Kacamataku berkabut lagi.
ID-CTX-B-3201	Kamu dari tempat dingin ke luar?
ID-CTX-B-3202	Iya. Lensa kanan sampai putih.
ID-CTX-B-3203	Aku berhenti sebentar, nggak bisa baca tulisan.
ID-CTX-B-3204	Lap pakai kain lembut kalau sudah di dalam.
ID-CTX-B-3205	Aku nggak bawa kainnya.
ID-CTX-B-3206	Tunggu saja sampai bening sendiri.
ID-CTX-B-3207	Sudah mulai jelas. Aku duduk dulu.
ID-CTX-B-3208	Baru kali ini cepat banget berkabut.
ID-CTX-B-3209	Ada gerimis tadi?
ID-CTX-B-3210	Nggak. Hanya udara di luar hangat.
ID-CTX-B-3211	Tadi aku sempat panik kirain lensanya kotor.
ID-CTX-B-3212	Sekarang sudah bisa lihat nomor di pintu.
ID-CTX-B-3213	Aku lanjut pelan. Ada orang manggil juga.
ID-CTX-B-3214	Kalau buru-buru, bilang tunggu sebentar.
ID-CTX-B-3215	Iya. Aku sudah jawab.
ID-CTX-B-3216	Kain kacamatanya kucari nanti di tas.
ID-CTX-B-2934	Toples yang ada pita di tutupnya itu punyamu?
ID-CTX-B-2935	Yang isinya kerupuk?
ID-CTX-B-2936	Kayaknya bukan kerupuk. Bunyi isinya ringan.
ID-CTX-B-2937	Aku belum berani buka karena bukan punyaku.
ID-CTX-B-2938	Lihat label kertas di bawahnya.
ID-CTX-B-2939	Ada tulisan, tapi terlipat.
ID-CTX-B-2940	Eh, kamu sudah makan? Aku mau keluar beli sesuatu.
ID-CTX-B-2941	Sudah. Kalau buatmu, ambil saja.
ID-CTX-B-2942	Oke. Balik lagi ke toples: tulisannya Dini.
ID-CTX-B-2943	Berarti jangan dipindah tanpa kabar.
ID-CTX-B-2944	Aku mandi dulu, habis itu chat dia.
ID-CTX-B-2945	Oh, dia lebih dulu balas di grup.
ID-CTX-B-2946	Katanya apa?
ID-CTX-B-2947	Isinya kue kering, boleh diambil satu.
ID-CTX-B-2948	Kalau mau, kamu saja. Aku masih kenyang.
ID-CTX-B-2949	Aku coba nanti. Tutupnya kuletakkan benar dulu.
ID-CTX-B-2950	Dia bilang pitanya biar nggak tertukar dengan toples lain.
ID-CTX-B-3152	Termos mini yang tutup abu pernah kamu pakai?
ID-CTX-B-3153	Aku nggak yakin karet tutupnya masih ada.
ID-CTX-B-3154	Terakhir kulihat di kotak kecil. Mau kucek?
ID-CTX-B-3155	Nggak usah dulu, aku cari di tas.
ID-CTX-B-3156	Tadi kamu bilang karetnya hilang?
ID-CTX-B-3157	Belum tentu. Bentar.
ID-CTX-B-3158	Oh, ketemu. Nyelip di lipatan kain.
ID-CTX-B-3159	Aku pasang lagi sebelum diisi air.
ID-CTX-B-3160	Tunggu, tutupnya malah miring.
ID-CTX-B-3161	Nah, sekarang masuk ulirnya.
ID-CTX-B-3162	Aku baru ingat termos ini dulu suka bocor.
ID-CTX-B-3163	Kamu sudah coba balikkan sebentar?
ID-CTX-B-3164	Belum. Airnya baru sedikit.
ID-CTX-B-3165	Coba di atas wastafel, biar aman.
ID-CTX-B-3166	Nggak netes. Kayaknya karetnya memang tadi lepas.
ID-CTX-B-3167	Aku bawa nanti, tapi tetap di kantong terpisah.
ID-CTX-B-3019	Ada gula sachet terselip di buku catatanmu.
ID-CTX-B-3020	Yang kertasnya cokelat?
ID-CTX-B-3021	Iya. Kukira pembatas halaman.
ID-CTX-B-3022	Ternyata dua bungkus, satu sudah kusut.
ID-CTX-B-3023	Jangan sampai sobek di dalam buku.
ID-CTX-B-3024	Aku ambil. Yang kusut masih tertutup.
ID-CTX-B-3025	Kamu sudah makan? Aku mau beli roti.
ID-CTX-B-3026	Sudah makan. Gulanya simpan saja.
ID-CTX-B-3027	Aku memang lebih suka teh tanpa gula.
ID-CTX-B-3028	Berarti sachet ini titipan orang lain.
ID-CTX-B-3029	Aku tanya Reza nanti. Dia sering bawa kopi.
ID-CTX-B-3030	Eh, di halaman berikutnya ada bon kecil.
ID-CTX-B-3031	Buku yang mana? Jangan baca tulisanku dulu.
ID-CTX-B-3032	Tenang, cuma tepi halaman yang kubuka.
ID-CTX-B-3033	Bon itu taruh di saku depan tas.
ID-CTX-B-3034	Sudah. Bukunya kututup lagi.
ID-DST-0694	Di menu warung tadi tertulis 'nasi gereng'.
ID-DST-0695	Memangnya beda sama nasi goreng?
ID-DST-0696	Kalau dibaca keras jadi kayak marah-marah 😂
ID-DST-0697	Penjualnya santai aja waktu aku tunjuk.
ID-DST-0698	Dia sadar salah tulis?
ID-DST-0699	Sudah. Katanya spidolnya waktu itu hampir habis.
ID-DST-0700	Besok aku lihat masih 'gereng' atau sudah diganti.
ID-CTX-B-1564	Kacamataku tadi di meja nggak?
ID-CTX-B-1565	Coba lihat dekat tas abu.
ID-CTX-B-1566	Aku cek. Ada tempatnya, tapi kosong.
ID-CTX-B-1567	Lah, kupakai di atas kepala rupanya.
ID-CTX-B-1568	Dari tadi kamu chat sambil nyari?
ID-CTX-B-1569	Iya. Jangan bilang siapa-siapa 😅
