message_id	message_text
ID-CTX-B-1841	Lap meja yang kemarin dijemur sudah diangkat?
ID-CTX-B-1842	Belum kupegang. Mungkin masih di gantungan.
ID-CTX-B-1843	Di sana nggak ada.
ID-CTX-B-1844	Aku cek keranjang dulu.
ID-CTX-B-1845	Eh, ternyata dilipat bareng handuk.
ID-CTX-B-1846	Lihat yang warnanya biru muda.
ID-CTX-B-1847	Iya, yang itu.
ID-CTX-B-1848	Sudah kering, nggak bau.
ID-CTX-B-1849	Tadi hampir kupakai handuknya buat meja 😅
ID-CTX-B-1850	Jangan, nanti kena bekas sabun.
ID-CTX-B-1851	Tahu. Ini lapnya dulu.
ID-CTX-B-1852	Kutaruh dekat wastafel setelah selesai.
ID-CTX-B-1853	Eh, yang satunya masih di jemuran.
ID-CTX-B-1854	Kalau lembap biar di situ dulu.
ID-CTX-B-1855	Yang ini belum kering di pinggir.
ID-CTX-B-1856	Oke, aku bentang lagi.
ID-CTX-B-1939	Kartu akses tadi sempat ditolak pintu.
ID-CTX-B-1940	Lampunya merah terus?
ID-CTX-B-1941	Cuma sekali. Aku mundur lalu coba lagi.
ID-CTX-B-1942	Aku takut kartunya rusak.
ID-CTX-B-1943	Jangan digesek kuat-kuat. Coba tempel biasa.
ID-CTX-B-1944	Iya, kupakai pelan.
ID-CTX-B-1945	Aku tunggu orang lain lewat dulu.
ID-CTX-B-1946	Sekarang hijau. Bisa masuk.
ID-CTX-B-1947	Berarti tadi pembacanya telat merespons.
ID-CTX-B-1948	Mungkin. Tapi sempat bikin panik.
ID-CTX-B-1949	Nanti kalau gagal lagi aku kabari.
ID-CTX-B-1950	Aku coba di pintu sebelah juga.
ID-CTX-B-1951	Masih ada masalah?
ID-CTX-B-1952	Nggak, yang sebelah langsung kebuka.
ID-CTX-B-0901	Payung lipat yang di dekat pintu jangan dipindah dulu.
ID-CTX-B-0902	Aku mau bawa kalau hujan sore.
ID-CTX-B-0903	Yang gagangnya hitam itu?
ID-CTX-B-0904	Iya. Kemarin aku lupa naruhnya di mana.
ID-CTX-B-0905	Bentar, kuambil dari belakang sepatu.
ID-CTX-B-0906	Pelan, lantainya habis dipel.
ID-CTX-B-0907	Aku lihat dari sini dulu.
ID-CTX-B-0908	Ketemu, ternyata di samping rak.
ID-CTX-B-0909	Hampir keinjak karena warnanya gelap.
ID-CTX-B-0910	Untung masih utuh.
ID-CTX-B-0911	Iya, aku nggak sengaja nginjak ujungnya 😭
ID-CTX-B-0912	Masih bisa dibuka, aman.
ID-CTX-B-0913	Tapi sarungnya nggak kelihatan.
ID-CTX-B-0914	Mungkin ada di kantong tas.
ID-CTX-B-0915	Kalau nggak ada, jangan taruh payung basah di dalam.
ID-CTX-B-0916	Iya, nanti kubungkus terpisah.
ID-CTX-B-1340	Kacamata yang di kotak kecil masih di sana?
ID-CTX-B-1341	Terakhir kulihat di rak atas.
ID-CTX-B-1342	Aku mau pakai buat baca sebentar.
ID-CTX-B-1343	Ada, kacanya sedikit berdebu.
ID-CTX-B-1344	Kupakai kain lembut yang di kotak.
ID-CTX-B-1345	Jangan pakai tisu kasar.
ID-CTX-B-1346	Iya, aku tahu. Nggak akan tergores.
ID-CTX-B-1347	Aku perlu baca tulisan kecil ini saja.
ID-CTX-B-1348	Habis itu tutup kotaknya lagi.
ID-CTX-B-1349	Sudah. Kutaruh di rak semula.
ID-CTX-B-1350	Eh, kain pembersihnya ikut masuk juga.
ID-CTX-B-2205	Sepatu hitam yang di dekat pintu dipindah?
ID-CTX-B-2206	Aku nggak mindahin, tadi masih ada dua pasang.
ID-CTX-B-2207	Sekarang cuma yang cokelat.
ID-CTX-B-2208	Aku periksa belakang rak dulu.
ID-CTX-B-2209	Oh, yang hitam ditaruh miring di bawah.
ID-CTX-B-2210	Mungkin terdorong waktu lantai disapu.
ID-CTX-B-2211	Benar, talinya nyangkut sapu.
ID-CTX-B-2212	Sudah ketemu pasangannya.
ID-CTX-B-2213	Aku kira kebawa orang tadi.
ID-CTX-B-1207	Kaos kaki bersihku masih ada sepasang?
ID-CTX-B-1208	Di rak atas ada beberapa yang dilipat.
ID-CTX-B-1209	Aku butuh yang tipis, bukan yang tebal.
ID-CTX-B-1210	Oh, ada dua warna putih.
ID-CTX-B-1211	Yang satu beda ukuran ternyata.
ID-CTX-B-1212	Lihat label kecil di bagian tumit.
ID-CTX-B-1213	Iya, sudah cocok yang ini.
ID-CTX-B-1214	Yang satunya kutaruh lagi.
ID-CTX-B-1215	Jangan tercampur kalau habis dicuci.
ID-CTX-B-1216	Sudah kupisahkan.
