message_id	message_text
ID-CTX-B-1870	Powerbank ini nggak mengisi HP-ku.
ID-CTX-B-1871	Lampunya malah mati waktu kabel dipasang.
ID-CTX-B-1872	Kabelnya longgar?
ID-CTX-B-1873	Mungkin. Konektornya gampang lepas.
ID-CTX-B-1874	Coba kabel yang satunya.
ID-CTX-B-1875	Iya, kucari dulu.
ID-CTX-B-1876	Ada di tas kecil.
ID-CTX-B-1877	Kucoba sekarang.
ID-CTX-B-1878	Oh, lampunya nyala.
ID-CTX-B-1879	Tapi kalau kabelnya kegeser, mati lagi.
ID-CTX-B-1880	Kutaruh diam di meja saja.
ID-CTX-B-1881	Jangan dipakai sambil jalan kalau konektornya begitu.
ID-CTX-B-1882	Iya, selama nggak kugerakkan masih mengisi.
ID-DST-0800	Aku lihat video pendek kucing melompat dari sofa 😂
ID-DST-0801	Kucingnya nggak kenapa-kenapa?
ID-DST-0802	Nggak. Langsung lari lagi.
ID-DST-0803	Yang lucu orang di belakangnya malah kaget.
ID-DST-0804	Kukira kamu ketawa lihat kucingnya jatuh.
ID-DST-0805	Bukan, ekspresi orangnya yang lucu.
ID-DST-0806	Nggak sempat kusimpan. Nanti kucari lagi.
ID-CTX-B-2898	Minumnya kutinggal dulu. Aku masih perlu pamit.
ID-CTX-B-2899	Kamu bilang sudah siap, tapi masih bicara sama mereka.
ID-CTX-B-2900	Ibu masih tanya soal barangku. Aku jawab dulu.
ID-CTX-B-2901	Aku pamit begitu mereka selesai bicara.
ID-BRG-0067	Aku bantu siapkan makan, habis itu lihat HP.
ID-CTX-B-2792	Aku belum makan. Mereka masih siap-siap di dapur.
