message_id	message_text
ID-CTX-B-2184	Kaos kaki abu yang di jemuran beda pasangan.
ID-CTX-B-2185	Yang satunya lebih pendek?
ID-CTX-B-2186	Iya. Kupikir aku salah lipat kemarin.
ID-CTX-B-2187	Nanti kucari di keranjang bawah.
ID-CTX-B-2188	Jangan campur yang lembap sama yang kering.
ID-CTX-B-2189	Sudah kupisah. Ngomong-ngomong...
ID-CTX-B-2190	Kamu sudah makan? Aku mau pesan sekalian.
ID-CTX-B-1862	Alarm HP-ku bunyi pelan sekali pagi tadi.
ID-CTX-B-1863	Kamu cek volume alarmnya?
ID-CTX-B-1864	Iya, ternyata terpisah dari volume musik.
ID-CTX-B-1865	Aku baru tahu setelah kesiangan.
ID-CTX-B-1866	Setel satu alarm percobaan dulu.
ID-CTX-B-1867	Sudah, lima menit lagi harusnya bunyi.
ID-CTX-B-1868	Aku tinggal HP-nya di meja.
ID-CTX-B-1869	Eh, bunyi jelas. Besok aman kayaknya.
ID-CTX-B-1889	Kaos putih yang dijemur agak berubah warna.
ID-CTX-B-1890	Kena luntur dari baju lain?
ID-CTX-B-1891	Mungkin. Ada garis kebiruan di lengan.
ID-CTX-B-1892	Kemarin kucuci bareng handuk tua.
ID-CTX-B-1893	Jangan disetrika dulu, lihat saat kering.
ID-CTX-B-1894	Aku gantung terpisah sekarang.
ID-CTX-B-1895	Kamu sudah makan siang?
ID-CTX-B-1896	Sudah. Tadi sempat beli di luar.
ID-CTX-B-1897	Aku belum, nanti habis beres jemuran.
ID-CTX-B-1898	Nodanya nggak terlalu kelihatan dari jauh.
ID-CTX-B-1899	Aku mandi dulu, habis itu cek lagi.
ID-CTX-B-1900	Eh, tadi kaosnya kutaruh dekat jendela.
ID-CTX-B-1901	Jangan kena tetesan dari atap.
ID-CTX-B-1902	Oh iya, kupindah sedikit.
ID-CTX-B-1903	Ada tempat kosong di ujung rak.
ID-CTX-B-1904	Bagus. Biar kering tanpa nempel.
ID-CTX-B-1905	Nanti malam baru kupakai kalau sudah aman.
ID-CTX-B-2128	Lap meja yang di laci bau lembap.
ID-CTX-B-2129	Baru dicuci kemarin, kan?
ID-CTX-B-2130	Iya, mungkin kulipat sebelum kering.
ID-CTX-B-2131	Aku jemur ulang di dekat jendela.
ID-CTX-B-2132	Jangan letakkan di atas buku.
ID-CTX-B-2133	Sudah kugantung, bukunya aman.
ID-CTX-B-2134	Ngomong-ngomong, kamu sudah makan?
ID-CTX-B-2135	Sudah tadi. Aku mau keluar sebentar.
ID-CTX-B-1995	Kertas lipat yang kupakai kemarin masih ada?
ID-CTX-B-1996	Aku nggak simpan. Terakhir di meja.
ID-CTX-B-1997	Di situ ada buku, tapi kertasnya nggak kelihatan.
ID-CTX-B-1998	Aku angkat bukunya dulu.
ID-CTX-B-1999	Oh, ada yang terselip di halaman belakang.
ID-CTX-B-2000	Lihat ada bekas pensilnya atau tidak.
ID-CTX-B-2001	Iya, ini punyaku.
ID-CTX-B-2002	Sudah ketemu. Kusimpan di map biar nggak hilang.
ID-CTX-B-2951	Charger cadangan yang kabelnya pendek jangan dibuang.
ID-CTX-B-2952	Masih kusimpan. Yang ujungnya putih?
ID-CTX-B-2953	Iya. Walau lambat, masih bisa dipakai.
ID-CTX-B-2954	Oke, aku taruh di kotak kabel.
ID-CTX-B-2955	Nanti kalau HP-ku bermasalah aku pinjam.
ID-CTX-B-2956	Sekarang kabelku masih jalan.
ID-CTX-B-2957	Bentar, aku harus jawab pesan lain.
ID-CTX-B-2958	Jangan masukin yang putih ke kantong hitam.
ID-CTX-B-2959	Kenapa? Biar gampang dicari?
ID-CTX-B-2960	Iya, aku sering lupa bedanya.
ID-CTX-B-2961	Sudah selesai balas. Taruh kotaknya di rak, ya.
ID-CTX-B-3181	Map bening yang lama masih kamu simpan?
ID-CTX-B-3182	Ada di atas tumpukan kertas.
ID-CTX-B-3183	Jangan dibuang, ada catatan kecil di saku depannya.
ID-CTX-B-3184	Aku nggak buang apa-apa.
ID-CTX-B-3185	Nanti aku ambil kalau sudah sempat.
ID-CTX-B-3186	Belum perlu sekarang.
ID-CTX-B-3187	Bentar, ada pesan dari rumah.
ID-CTX-B-3188	Aku jawab dulu.
ID-CTX-B-3189	Iya, kabari kalau butuh mapnya.
ID-CTX-B-3190	Sudah kubalas. Mapnya jangan ditindih buku berat.
ID-CTX-B-3191	Takut catatannya makin kusut.
ID-CTX-B-3192	Eh, catatannya ternyata lepas dari saku.
ID-CTX-B-3193	Kutemukan di bawah map. Kumasukkan lagi.
ID-CTX-B-0967	Gelas plastik kecil yang tadi kupakai ada di meja?
ID-CTX-B-0968	Aku lupa membawanya balik ke rak.
ID-CTX-B-0969	Maksudmu yang tutup biru kecil itu?
ID-CTX-B-0970	Iya, terakhir kupakai buat air.
ID-CTX-B-0971	Sebentar, aku lihat di samping botol.
ID-CTX-B-0972	Nggak usah buru-buru, mungkin masih di sana.
ID-CTX-B-0973	Aku cari sambil beresin meja.
ID-CTX-B-0974	Ketemu di belakang termos.
ID-CTX-B-0975	Tutupnya masih terpasang, untung nggak tumpah.
ID-CTX-B-0976	Bagus, nanti bilas saja.
ID-CTX-B-0977	Iya, aku nyaris lupa lagi 😭
ID-CTX-B-0978	Sudah kukosongkan dan kubilas.
ID-CTX-B-0979	Eh, bagian bawahnya ada bekas tinta.
ID-CTX-B-0980	Mungkin kena meja. Bisa dicuci?
ID-CTX-B-0981	Bisa, hilang setelah kusabun.
