conversation_id	timestamp	sender_id	message_text
KONV-CTX-REZA-0708-MALAM	2026-07-08T20:01:27+07:00	AKT-REZA	Aku cari charger mobil yang kecil. Ada di tasmu?
KONV-CTX-REZA-0708-MALAM	2026-07-08T20:05:08+07:00	AKT-RAKA	Yang ujungnya dua port? Aku taruh di kantong depan kemarin.
KONV-CTX-REZA-0708-MALAM	2026-07-08T20:09:41+07:00	AKT-REZA	Kantong depan kosong. Ada kabel saja.
KONV-CTX-REZA-0708-MALAM	2026-07-08T20:13:19+07:00	AKT-RAKA	Aku belum buka tas hari ini. Lihat bawah jok dulu.
KONV-CTX-REZA-0708-MALAM	2026-07-08T20:17:56+07:00	AKT-REZA	Oh, jatuh di sela jok. Tadi gelap nggak kelihatan.
KONV-CTX-REZA-0708-MALAM	2026-07-08T20:21:33+07:00	AKT-REZA	Port satunya agak longgar, tapi masih menyala.
KONV-CTX-REZA-0708-MALAM	2026-07-08T20:25:14+07:00	AKT-RAKA	Pakai satu saja dulu. Jangan sampai kabel tertekuk.
KONV-CTX-REZA-0708-MALAM	2026-07-08T20:30:49+07:00	AKT-REZA	Aku butuh baterai buat peta nanti, bukan buat nonton.
KONV-CTX-REZA-0708-MALAM	2026-07-08T20:35:21+07:00	AKT-RAKA	Tahu. HP-ku juga hampir habis, jadi giliran ya.
KONV-CTX-REZA-0708-MALAM	2026-07-08T20:40:07+07:00	AKT-REZA	Oke, aku isi sampai setengah lalu cabut.
KONV-CTX-REZA-0708-MALAM	2026-07-08T20:44:38+07:00	AKT-RAKA	Kalau sudah, taruh chargernya di laci mobil.
KONV-CTX-REZA-0708-MALAM	2026-07-08T20:49:16+07:00	AKT-REZA	Aku ingat kali ini. Jangan sampai nyelip lagi.
