conversation_id	timestamp	sender_id	message_text
KONV-GAL-R039	2026-07-04T17:02:19+07:00	AKT-KIRANA	Aku masih meriang. Tadi ketiduran sebentar.
KONV-GAL-R039	2026-07-04T17:05:33+07:00	AKT-RAKA	Minum air dulu. Obatnya belum ada di situ?
KONV-GAL-R039	2026-07-04T17:07:48+07:00	AKT-KIRANA	Belum, yang kemarin sudah habis.
KONV-GAL-R039	2026-07-04T17:12:26+07:00	AKT-KIRANA	Makasih. Kalau dapat, taruh di dekat pintu aja.
KONV-GAL-R039	2026-07-04T17:18:09+07:00	AKT-KIRANA	Aku matiin suara HP dulu, kepala masih nyut-nyutan.
KONV-GAL-R041	2026-07-05T09:41:13+07:00	AKT-TANIA	Telepon tadi nggak kedengeran, aku di pinggir jalan.
KONV-GAL-R041	2026-07-05T09:43:54+07:00	AKT-RAKA	Chat aja. Suaranya pecah kalau nelpon.
KONV-GAL-R041	2026-07-05T09:52:42+07:00	AKT-TANIA	Aku perlu tahu kamu lagi di sekitar mana dulu.
KONV-GAL-R041	2026-07-05T09:54:38+07:00	AKT-RAKA	Bukan jauh. Jawab yang aku tanya nanti.
KONV-GAL-R045	2026-07-06T22:29:11+07:00	AKT-RENA	Aku baru nemu sandal yang tadi ketinggalan.
KONV-GAL-R045	2026-07-06T22:31:08+07:00	AKT-RAKA	Taruh dekat tas biar nggak dicari lagi.
KONV-GAL-R045	2026-07-06T22:34:40+07:00	AKT-RENA	Iya, sebentar. Charger juga mau kucabut.
KONV-GAL-R045	2026-07-06T22:41:24+07:00	AKT-RENA	Aku belum pakai sepatu. Jadi tunggu pesanmu dulu.
KONV-GAL-R045	2026-07-06T22:49:52+07:00	AKT-RENA	Kalau sudah sampai, kabarin lagi ya. Aku nggak dengar klakson dari sini.
KONV-GAL-R045	2026-07-06T23:04:13+07:00	AKT-RENA	Aku masih dekat pintu, belum turun.
KONV-GAL-R048	2026-07-07T06:42:12+07:00	AKT-RENA	Aku baru colok HP. Chat yang tadi kebaca setengah.
KONV-GAL-R048	2026-07-07T06:44:31+07:00	AKT-RAKA	Baca pesan yang baru aja, yang lama sudah lewat.
KONV-GAL-R048	2026-07-07T06:52:36+07:00	AKT-RENA	Dua kabar sekaligus pagi-pagi, aku belum sarapan.
KONV-GAL-R048	2026-07-07T06:56:21+07:00	AKT-RENA	Bentar, aku kira jam sebelas itu kamu mau jemput.
KONV-GAL-R050	2026-07-07T12:58:07+07:00	AKT-RENA	Aku masih di kamar, orang yang tadi belum keluar.
KONV-GAL-R050	2026-07-07T13:00:49+07:00	AKT-RAKA	Pintu luar bisa kamu dengar dari sana?
KONV-GAL-R050	2026-07-07T13:03:21+07:00	AKT-RENA	Kalau dia turun pasti kedengeran. Aku kabarin.
KONV-GAL-R050	2026-07-07T13:09:33+07:00	AKT-RENA	Aku sudah bilang waktunya hampir habis.
KONV-GAL-R050	2026-07-07T13:14:02+07:00	AKT-RENA	HP ada di tangan, tasnya masih dekat pintu.
KONV-GAL-R050	2026-07-07T13:19:28+07:00	AKT-RENA	Aku cek lorong dulu sebelum keluar.
KONV-GAL-R051	2026-07-07T15:51:13+07:00	AKT-RENA	Jadi hari ini masih perlu beli pasta gigi?
KONV-GAL-R051	2026-07-07T15:53:37+07:00	AKT-RAKA	Iya, sekalian yang di daftar kemarin.
KONV-GAL-R051	2026-07-07T16:01:21+07:00	AKT-RENA	Aku cari handuk bersih dulu. Yang satu belum kering.
KONV-GAL-R051	2026-07-07T16:09:36+07:00	AKT-RENA	Iya iya, tinggal rambutku. Jangan jalan dulu.
KONV-GAL-R060	2026-07-10T20:25:14+07:00	AKT-RENA	Nomor yang tadi kamu kasih belum balas.
KONV-GAL-R060	2026-07-10T20:28:09+07:00	AKT-RAKA	Aku coba hubungi dari sini.
KONV-GAL-R060	2026-07-10T20:34:18+07:00	AKT-RENA	Aku lihat lorong juga kosong.
KONV-GAL-R060	2026-07-10T20:38:12+07:00	AKT-RENA	Oh, pantes. Kukira dia batal.
KONV-GAL-R060	2026-07-10T20:45:23+07:00	AKT-RENA	Kalau sudah dekat bilang ya, aku mau ambil jaket.
KONV-GAL-R061	2026-07-11T13:15:17+07:00	AKT-RENA	Di catatanku cuma ada jamnya, nggak ada jumlah yang pasti.
KONV-GAL-R061	2026-07-11T13:17:38+07:00	AKT-RAKA	Tulis dulu di chat biar nggak salah dengar.
KONV-GAL-R061	2026-07-11T13:23:27+07:00	AKT-RENA	Iya, sudah sampai. Aku hitung sebentar.
KONV-GAL-R061	2026-07-11T13:33:14+07:00	AKT-RENA	Oh, selisihnya memang dari uang kecil yang dia kasih.
KONV-GAL-R064	2026-07-11T20:36:08+07:00	AKT-TANIA	Aku ngetik dari tadi terus kuhapus lagi.
KONV-GAL-R064	2026-07-11T20:38:53+07:00	AKT-TANIA	Kalau kamu masih bangun, aku mau ngomong sebentar.
KONV-GAL-R064	2026-07-11T20:48:26+07:00	AKT-RAKA	Bacanya sudah. Kita perlu ngomong langsung.
KONV-GAL-R064	2026-07-11T20:54:12+07:00	AKT-TANIA	Suaraku pasti nggak jelas di sini, orang lalu lalang.
KONV-GAL-R064	2026-07-11T21:04:49+07:00	AKT-TANIA	Di sini ada orang, tapi nggak enak kalau ganggu mereka.
KONV-GAL-R065	2026-07-12T07:25:24+07:00	AKT-KIRANA	Aku nggak tidur nyenyak. Suara di luar terus kedengeran.
KONV-GAL-R065	2026-07-12T07:28:03+07:00	AKT-RAKA	Tunggu, aku belum bisa nelpon sekarang.
KONV-GAL-R065	2026-07-12T07:35:42+07:00	AKT-KIRANA	Aku nggak sanggup diam terus di kamar.
KONV-GAL-R065	2026-07-12T07:51:39+07:00	AKT-KIRANA	Aku duduk dulu di tangga, belum ke mana-mana.
KONV-GAL-R066	2026-07-12T10:10:16+07:00	AKT-TANIA	Aku sudah lihat halte yang kamu maksud dari seberang.
KONV-GAL-R066	2026-07-12T10:12:59+07:00	AKT-RAKA	Jangan nyebrang sambil nelpon, ramai.
KONV-GAL-R066	2026-07-12T10:15:47+07:00	AKT-TANIA	Iya, aku nunggu lampunya ganti.
KONV-GAL-R066	2026-07-12T10:23:31+07:00	AKT-TANIA	Aku belum punya tiket, makanya nanya.
KONV-GAL-R066	2026-07-12T10:30:12+07:00	AKT-TANIA	Aku pindah ke bawah atap. Mulai panas.
KONV-GAL-R069	2026-07-12T20:09:07+07:00	AKT-KIRANA	Tadi panggilan berhenti sendiri lagi.
KONV-GAL-R069	2026-07-12T20:11:52+07:00	AKT-RAKA	Di HP-ku cuma bunyi sekali, terus putus.
KONV-GAL-R069	2026-07-12T20:20:09+07:00	AKT-KIRANA	Di sini Wi-Fi kadang muncul terus hilang.
KONV-GAL-R069	2026-07-12T20:25:38+07:00	AKT-KIRANA	Aku masih cari kabel pengisi daya, yang tadi dipinjam.
KONV-GAL-R071	2026-07-13T21:32:11+07:00	AKT-KIRANA	Kami lagi cari sandal. Satunya nyelip di bawah ranjang.
KONV-GAL-R071	2026-07-13T21:35:39+07:00	AKT-RAKA	Aku menuju ke sana, jangan lama.
KONV-GAL-R071	2026-07-13T21:43:27+07:00	AKT-KIRANA	Sudah ketemu sandalnya, tinggal ambil tas.
KONV-GAL-R071	2026-07-13T21:49:06+07:00	AKT-KIRANA	Lift berhenti di tiap lantai. Kami lagi turun.
KONV-GAL-R075	2026-07-15T14:57:14+07:00	AKT-TANIA	Aku pengin jelasin kenapa kemarin aku diam.
KONV-GAL-R075	2026-07-15T14:59:43+07:00	AKT-RAKA	Kalau mau jelasin, tulis di sini. Aku baca.
KONV-GAL-R075	2026-07-15T15:07:32+07:00	AKT-TANIA	Aku jadi kepikiran chatmu waktu bilang nggak peduli.
KONV-GAL-R075	2026-07-15T15:12:38+07:00	AKT-RAKA	Aku sudah baca sampai habis. Tunggu dulu.
KONV-GAL-R075	2026-07-15T15:20:26+07:00	AKT-TANIA	Tunggu, maksudmu aku harus ajak orang lain? Aku nggak mau janji begitu.
KONV-GAL-R075	2026-07-15T15:24:17+07:00	AKT-TANIA	Aku perlu waktu buat mikir. Jangan telepon dulu.
KONV-GAL-R089	2026-07-17T13:16:13+07:00	AKT-NARA	Aku lagi cari botol air yang kutaruh di lorong.
KONV-GAL-R089	2026-07-17T13:18:39+07:00	AKT-RAKA	Nanti saja kalau ada orang datang. HP jangan jauh.
KONV-GAL-R089	2026-07-17T13:27:11+07:00	AKT-NARA	Sebentar, aku masih beresin barang yang tadi.
KONV-GAL-R089	2026-07-17T13:37:29+07:00	AKT-NARA	Kalau yang pertama belum muncul, aku tunggu di dalam.
KONV-GAL-R091	2026-07-18T18:07:12+07:00	AKT-JIHAN	Aku lagi duduk sama keluargaku, belum siap pulang.
KONV-GAL-R091	2026-07-18T18:09:27+07:00	AKT-RAKA	Nggak usah buru-buru malam ini.
KONV-GAL-R091	2026-07-18T18:14:36+07:00	AKT-JIHAN	Pagi jam berapa? Aku mau kasih tahu ibu.
KONV-GAL-R091	2026-07-18T18:19:51+07:00	AKT-RAKA	Nanti kukabari setelah tahu jadwalku.
KONV-GAL-R092	2026-07-18T20:37:16+07:00	AKT-JIHAN	Baterai HP-ku tinggal sedikit. Kalau mendesak chat saja.
KONV-GAL-R092	2026-07-18T20:40:38+07:00	AKT-RAKA	Jangan matikan HP dulu. Aku masih perlu kabar.
KONV-GAL-R092	2026-07-18T20:45:21+07:00	AKT-JIHAN	Aku sudah bilang iya. Kenapa jadi buru-buru?
KONV-GAL-R092	2026-07-18T20:49:43+07:00	AKT-JIHAN	Aku masih sama ibu, nggak bisa langsung keluar.
