message_id	message_text
ID-CTX-B-3131	Kipas meja yang kecil bisa kupinjam sampai sore?
ID-CTX-B-3132	Bisa, colokannya masih di bawah rak.
ID-CTX-B-3133	Aku cuma butuh buat ngeringin kertas yang kena air.
ID-CTX-B-3134	Tumpah banyak?
ID-CTX-B-3135	Ujungnya aja. Tulisan masih terbaca.
ID-CTX-B-3136	Kipasnya jangan terlalu dekat, nanti terbang.
ID-CTX-B-3137	Iya, kuatur yang paling pelan.
ID-CTX-B-3138	Tadi ada yang manggil. Aku balas lagi nanti.
ID-CTX-B-3139	Kertasnya sudah rata. Kipas kumatikan dulu.
ID-CTX-B-3067	Serbet meja yang merah masih di lemari?
ID-CTX-B-3068	Yang lama mulai robek di pinggir.
ID-CTX-B-3069	Aku belum lihat lemari. Mau kupakai sekarang?
ID-CTX-B-3070	Nggak buru-buru. Aku baru buka meja.
ID-CTX-B-3071	Aku coba cari setelah sarapan.
ID-CTX-B-3072	Eh, jangan. Di bawah tumpukan kain aku lihat ada satu.
ID-CTX-B-3073	Warnanya agak pudar tapi masih utuh.
ID-CTX-B-3074	Yang itu boleh. Kamu nggak perlu buka lemari.
ID-CTX-B-3075	Oke. Kukembalikan gelas ke rak dulu.
ID-CTX-B-3076	Serbetnya perlu dicuci sebelum dipakai?
ID-CTX-B-3077	Kemarin baru kering. Cium dulu kalau ragu.
ID-CTX-B-3078	Wanginya masih sabun.
ID-CTX-B-3079	Pakai saja. Yang robek taruh di keranjang.
ID-CTX-B-3080	Sudah kutaruh. Ada noda tinta kecil di sana.
ID-CTX-B-3081	Di yang robek atau serbet bersih?
ID-CTX-B-3082	Yang robek. Serbet baru aman.
ID-CTX-B-3083	Sip. Aku lanjut beresin meja.
ID-CTX-B-1284	Sendok kecil yang gagangnya bengkok ada di laci?
ID-CTX-B-1285	Kayaknya ada. Buat apa?
ID-CTX-B-1286	Mau kupisahkan biar nggak ikut dipakai lagi.
ID-CTX-B-1287	Tadi nyangkut di pinggir gelas.
ID-CTX-B-1288	Taruh di wadah alat rusak saja.
ID-CTX-B-1289	Wadahnya di dekat pintu lemari?
ID-CTX-B-1290	Iya, kotak kecil warna abu.
ID-CTX-B-1291	Oke. Aku ambil dulu.
ID-CTX-B-1292	Eh, ini ternyata sendok yang berbeda.
ID-CTX-B-1293	Yang bengkok di bawah lap, ketutup.
ID-CTX-B-1294	Jangan sampai sendok bagus ikut masuk kotak.
ID-CTX-B-1295	Nggak. Sudah kupisah.
ID-CTX-B-1296	Besok kalau sempat kita lihat bisa diluruskan.
ID-CTX-B-1297	Boleh, tapi malam ini kusimpan saja.
ID-CTX-B-3048	Wadah makan kotak yang kecil masih kosong?
ID-CTX-B-3049	Ada satu di rak bawah.
ID-CTX-B-3050	Aku mau bawa potongan buah.
ID-CTX-B-3051	Tutupnya agak susah masuk, ya?
ID-CTX-B-3052	Yang satu sisi ada kait kecil.
ID-CTX-B-3053	Oh, aku pasang terbalik.
ID-CTX-B-3054	Putar dulu tutupnya, jangan ditekan keras.
ID-CTX-B-3055	Sudah. Ada bunyi klik.
ID-CTX-B-3056	Tes sebentar, jangan sampai tumpah di tas.
ID-CTX-B-3057	Aku balikkan. Aman.
ID-CTX-B-3058	Buahnya jangan kamu potong terlalu kecil.
ID-CTX-B-3059	Sudah terlanjur 😅 Tapi masih bisa dimakan.
ID-CTX-B-3060	Ya sudah, simpan sendok kecil juga.
ID-CTX-B-1151	Senter kecil yang di laci nyalanya redup.
ID-CTX-B-1152	Kamu mau pakai buat apa?
ID-CTX-B-1153	Cari kartu yang jatuh di bawah meja.
ID-CTX-B-1154	Aku lihat pinggirnya, tapi nggak bisa jangkau.
ID-CTX-B-1155	Jangan geser meja sendirian.
ID-CTX-B-1156	Nggak kok. Aku pakai penggaris.
ID-CTX-B-1157	Ujung penggarisnya masuk?
ID-CTX-B-1158	Masuk, kartunya maju sedikit.
ID-CTX-B-1159	Tinggal satu jari lagi.
ID-CTX-B-1160	Pelan, biar nggak makin jauh.
ID-CTX-B-1161	Nah dapat! Senter kukembalikan.
ID-CTX-B-1162	Kartunya masih utuh?
ID-CTX-B-1163	Iya, cuma ada debu di sisi bawah.
ID-CTX-B-1164	Lap dulu kalau mau disimpan.
