message_id	message_text
ID-CTX-B-1373	Aku pinjam senter kecilmu bentar.
ID-CTX-B-1374	Ada di atas lemari, dekat kardus.
ID-CTX-B-1375	Ketemu. Mau lihat belakang rak yang gelap.
ID-CTX-B-1376	Tadi kayak ada benda jatuh ke situ.
ID-CTX-B-1377	Jangan geser raknya sendiri, berat.
ID-CTX-B-1378	Iya tahu, aku cuma nyorot dari samping.
ID-CTX-B-1379	Ternyata tutup botol 😭
ID-CTX-B-1380	Senter sudah kutaruh lagi di tempatnya.
ID-CTX-B-1381	Makasih. Tutupnya ketemu berarti.
ID-CTX-B-1382	Iya. Aku berangkat dulu, sudah telat.
ID-CTX-B-1383	Eh baterainya tadi kedip sekali pas kupakai.
ID-CTX-B-1384	Oke, nanti kucek kalau pulang.
ID-CTX-B-2435	Baju gantiku yang di tas kain ada di kamu?
ID-CTX-B-2436	Nggak kuambil. Tasnya terakhir di dekat kursi.
ID-CTX-B-2437	Aku sudah lihat di situ, kosong.
ID-CTX-B-2438	Sebentar, mungkin kuselipin ke tas yang satunya.
ID-CTX-B-2439	Jangan pergi dulu, aku cek.
ID-CTX-B-2440	Lihat juga lipatan di bawah handuk.
ID-CTX-B-2441	Oh iya, handuknya belum kuangkat.
ID-CTX-B-2442	Ketemu. Kaosnya nyelip di situ.
ID-CTX-B-2443	Aku sudah bongkar lemari padahal.
ID-CTX-B-2444	Ya makanya cek yang dekat dulu 😅
ID-CTX-B-2445	Jangan ceramah, aku lagi buru-buru.
ID-CTX-B-2446	Kumasukin tas sekarang.
ID-CTX-B-2447	Celananya ternyata belum ada.
ID-CTX-B-2448	Di jemuran belakang? Kemarin masih basah.
ID-CTX-B-2449	Oh iya. Nanti kuambil sebelum berangkat.
ID-CTX-B-3173	Aku nemu sendok kecil di bawah meja.
ID-CTX-B-3174	Yang gagangnya bengkok sedikit?
ID-CTX-B-3175	Iya. Pantas kemarin dicari nggak ketemu.
ID-CTX-B-3176	Aku taruh di wastafel dulu buat dicuci.
ID-CTX-B-3177	Jangan dipakai langsung, tadi lantainya kotor.
ID-CTX-B-3178	Ya jelas 😄 Itu tadi masuk ke mana sih?
ID-CTX-B-3179	Entah. Kamu sudah sempat makan?
ID-CTX-B-3180	Belum, baru mau cari makan sekarang.
ID-CTX-B-1079	Celana hitam di kursi kupinjam dulu, ya?
ID-CTX-B-1080	Yang mana? Ada dua di situ.
ID-CTX-B-1081	Yang bahannya tipis, bukan yang ada garisnya.
ID-CTX-B-1082	Aku pakai buat keluar sebentar.
ID-CTX-B-1083	Boleh. Cek sakunya dulu, ada kertas kecil.
ID-CTX-B-1084	Oh iya, kutaruh di meja.
ID-CTX-B-1085	Aku sudah balik. Celananya belum kucuci.
ID-CTX-B-1086	Nanti sore sekalian cucian lain ya.
ID-CTX-B-1087	Oke, taruh di keranjang saja.
ID-CTX-B-1088	Aku mau mandi dulu.
ID-CTX-B-1089	Eh, kertas yang di saku tadi masih di meja?
ID-CTX-B-1090	Iya, sebelah charger.
ID-CTX-B-1091	Sip. Jangan sampai kena air.
ID-CTX-B-2407	Kantong zip yang kecil masih ada?
ID-CTX-B-2408	Mau buat apa?
ID-CTX-B-2409	Nyimpen obat biar nggak tercecer di tas.
ID-CTX-B-2410	Yang kemarin kupakai sudah sobek.
ID-CTX-B-2411	Ada beberapa di laci bawah.
ID-CTX-B-2412	Lacinya macet lagi, tunggu.
ID-CTX-B-2413	Oh, ketemu satu. Kamu sudah makan?
ID-CTX-B-2414	Baru roti tadi pagi.
ID-CTX-B-2415	Itu belum makan siang namanya.
ID-CTX-B-2416	Iya, nanti cari nasi.
ID-CTX-B-2417	Aku mandi dulu, habis itu keluar sebentar.
ID-CTX-B-2418	Jangan lupa bawa air minum juga.
ID-CTX-B-2419	Obatnya diminum setelah makan kan?
ID-CTX-B-2420	Iya, makanya mau cari makan dulu.
ID-CTX-B-2421	Oke. Kantongnya cukup satu?
ID-CTX-B-2422	Cukup. Sisanya simpan di laci.
ID-CTX-B-2423	Ya, kututup lacinya pelan-pelan.
