conversation_id	timestamp	sender_id	message_text
KONV-DST-DINI-0701-LAGU	2026-07-01T17:03:00+07:00	AKT-DINI	Lagu yang tadi di radio judulnya apa?
KONV-DST-DINI-0701-LAGU	2026-07-01T17:05:17+07:00	AKT-RAKA	Yang reff-nya pelan?
KONV-DST-DINI-0701-LAGU	2026-07-01T17:09:58+07:00	AKT-DINI	Iya, yang vokalnya serak.
KONV-DST-DINI-0701-LAGU	2026-07-01T17:11:11+07:00	AKT-RAKA	Nggak tahu judulnya.
KONV-DST-DINI-0701-LAGU	2026-07-01T17:17:10+07:00	AKT-DINI	berguna sekali
KONV-DST-DINI-0701-LAGU	2026-07-01T17:19:56+07:00	AKT-RAKA	Shazam aja 😭
KONV-DST-REZA-0702-STIKER	2026-07-02T15:03:00+07:00	AKT-REZA	Stiker helmku miring.
KONV-DST-REZA-0702-STIKER	2026-07-02T15:05:17+07:00	AKT-RAKA	Baru ngeh sekarang?
KONV-DST-REZA-0702-STIKER	2026-07-02T15:09:58+07:00	AKT-REZA	Dari foto tadi.
KONV-DST-REZA-0702-STIKER	2026-07-02T15:11:11+07:00	AKT-RAKA	Kelupas aja.
KONV-DST-REZA-0702-STIKER	2026-07-02T15:17:10+07:00	AKT-REZA	Sayang.
KONV-DST-REZA-0702-STIKER	2026-07-02T15:19:56+07:00	AKT-REZA	udah nempel lama
KONV-DST-REZA-0702-STIKER	2026-07-02T15:26:57+07:00	AKT-RAKA	Ya biarkan miring jadi identitas.
KONV-DST-BAGAS-0703-MIE	2026-07-03T17:03:00+07:00	AKT-BAGAS	Mie ini pedes gila.
KONV-DST-BAGAS-0703-MIE	2026-07-03T17:05:17+07:00	AKT-RAKA	Kamu pilih level berapa?
KONV-DST-BAGAS-0703-MIE	2026-07-03T17:09:58+07:00	AKT-BAGAS	Dua.
KONV-DST-BAGAS-0703-MIE	2026-07-03T17:11:11+07:00	AKT-RAKA	Lemah.
KONV-DST-BAGAS-0703-MIE	2026-07-03T17:17:10+07:00	AKT-BAGAS	Mulutmu.
KONV-DST-BAGAS-0703-MIE	2026-07-03T17:19:56+07:00	AKT-BAGAS	Coba sini.
KONV-DST-BAGAS-0703-MIE	2026-07-03T17:26:57+07:00	AKT-RAKA	Nggak mau.
KONV-DST-BAGAS-0703-MIE	2026-07-03T17:28:49+07:00	AKT-BAGAS	nah kan
