conversation_id	timestamp	sender_id	message_text
KONV-GAL-R015	2026-07-06T05:49:09+07:00	AKT-RAKA	Kalau kamu memang di sana, kita mestinya bisa saling lihat dari tadi.
KONV-GAL-R015	2026-07-06T05:51:20+07:00	AKT-KONTAK-2323	Aku cuma lihat satu mobil lewat, nggak ada yang berhenti.
KONV-GAL-R015	2026-07-06T05:54:31+07:00	AKT-RAKA	Aku turun di parkiran, bukan di tengah jalan.
KONV-GAL-R015	2026-07-06T05:55:42+07:00	AKT-KONTAK-2323	Ya aku berdiri di ujung dekat rambu.
KONV-GAL-R015	2026-07-06T05:59:06+07:00	AKT-RAKA	Itu sebabnya kita saling lewat. Tapi aku sudah capek muter.
KONV-GAL-R015	2026-07-06T06:01:17+07:00	AKT-KONTAK-2323	Kamu mau balik ke sini atau sudah jalan?
KONV-GAL-R015	2026-07-06T06:04:28+07:00	AKT-RAKA	Aku tunggu yang nganter jemput dulu. Jangan suruh aku muter lagi.
KONV-GAL-R015	2026-07-06T06:09:39+07:00	AKT-KONTAK-2323	Oke, aku nggak akan nyuruh apa-apa.
KONV-GAL-R016	2026-07-07T19:09:09+07:00	AKT-KONTAK-3211	Aku masih di jalan, lampunya panjang banget.
KONV-GAL-R016	2026-07-07T19:11:20+07:00	AKT-RAKA	Kalau sudah dekat, kabari. Aku belum turun.
KONV-GAL-R016	2026-07-07T19:14:31+07:00	AKT-KONTAK-3211	Patokannya pintu yang mana?
KONV-GAL-R016	2026-07-07T19:15:42+07:00	AKT-RAKA	Pintu depan penginapan. Jangan ke belakang.
KONV-GAL-R016	2026-07-07T19:19:06+07:00	AKT-KONTAK-3211	Oke, kutuju pintu depan. Baterai HP tinggal sedikit.
KONV-GAL-R016	2026-07-07T19:21:17+07:00	AKT-RAKA	Jangan telepon kalau putus-putus, chat cukup.
KONV-GAL-R016	2026-07-07T19:24:28+07:00	AKT-KONTAK-3211	Aku belum pernah ke situ, kalau kelewat nanti aku putar.
KONV-GAL-R016	2026-07-07T19:29:39+07:00	AKT-RAKA	Pelan saja. Aku masih di dalam.
KONV-GAL-R016	2026-07-07T19:31:03+07:00	AKT-KONTAK-3211	Sudah kelihatan tulisan penginapannya dari jalan.
KONV-GAL-R016	2026-07-07T19:35:14+07:00	AKT-RAKA	Oke, tunggu sebentar sebelum masuk.
KONV-GAL-R017	2026-07-08T10:02:09+07:00	AKT-RAKA	Kalau kamu ragu dari awal, nggak usah lanjut.
KONV-GAL-R017	2026-07-08T10:04:20+07:00	AKT-KONTAK-3211	Aku cuma mau memastikan aku nggak salah orang.
KONV-GAL-R017	2026-07-08T10:07:31+07:00	AKT-RAKA	Kalau soal mengenali orang, lihat nama chat ini saja.
KONV-GAL-R017	2026-07-08T10:08:42+07:00	AKT-KONTAK-3211	Baik. Aku berhenti dulu di tempat yang aman.
KONV-GAL-R017	2026-07-08T10:12:06+07:00	AKT-RAKA	Jangan kirim pesan sambil jalan.
KONV-GAL-R017	2026-07-08T10:14:17+07:00	AKT-KONTAK-3211	Sudah berhenti. Aku kabari lagi kalau jadi.
KONV-GAL-R018	2026-07-09T19:23:09+07:00	AKT-TIDAK-DIKETAHUI	Kenapa tanya begitu?
KONV-GAL-R018	2026-07-09T19:25:20+07:00	AKT-RAKA	Aku mau tahu aku lagi bicara sama siapa.
KONV-GAL-R018	2026-07-09T19:28:31+07:00	AKT-TIDAK-DIKETAHUI	Aku juga belum tahu kamu siapa dari nomor ini.
KONV-GAL-R018	2026-07-09T19:29:42+07:00	AKT-RAKA	Wajar. Kita bisa berhenti kalau sama-sama nggak nyaman.
KONV-GAL-R018	2026-07-09T19:33:06+07:00	AKT-TIDAK-DIKETAHUI	Bentar, aku cek lagi pesannya. Mungkin salah kontak.
KONV-GAL-R018	2026-07-09T19:35:17+07:00	AKT-RAKA	Silakan. Aku nggak akan kirim alamat kalau belum jelas.
KONV-GAL-R018	2026-07-09T19:38:28+07:00	AKT-TIDAK-DIKETAHUI	Iya, jangan dulu.
KONV-GAL-R019	2026-07-10T02:31:09+07:00	AKT-RAKA	Pakaian seperti apa maksudmu?
KONV-GAL-R019	2026-07-10T02:33:20+07:00	AKT-KONTAK-3211	Yang rapi aja. Aku cuma nanya.
KONV-GAL-R019	2026-07-10T02:36:31+07:00	AKT-RAKA	Aku nggak akan bahas detail baju lewat chat begini.
KONV-GAL-R019	2026-07-10T02:37:42+07:00	AKT-KONTAK-3211	Oke, maaf kalau terdengar aneh.
