message_id	message_text
ID-CTX-B-1218	Sisirmu ketinggalan di mobilku.
ID-CTX-B-1219	Yang gagangnya retak?
ID-CTX-B-1220	Iya. Kutemukan di kantong pintu.
ID-CTX-B-1221	Nggak tahu gimana bisa nyelip situ.
ID-CTX-B-1222	Mungkin waktu kamu cari kunci tadi.
ID-CTX-B-1223	Bisa jadi. Jangan buang ya, masih kupakai.
ID-CTX-B-1224	Nggak akan. Mau kuantar sekarang?
ID-CTX-B-1225	Besok aja. Rambutku nggak bakal protes sehari.
ID-CTX-B-1226	Aku taruh di tempat yang gampang kelihatan.
ID-CTX-B-1227	Jangan di jok lagi, nanti hilang kedua kali 😭
ID-CTX-B-1228	Eh, gagangnya ada pita kecil nggak?
ID-CTX-B-1229	Ada. Tadi kukira isolasi.
ID-CTX-B-1230	Itu biar bagian retaknya nggak nyangkut.
ID-CTX-B-1231	Sudah agak lepas pitanya.
ID-CTX-B-1232	Besok kamu bawa, kuganti sendiri.
ID-CTX-B-1233	Oke. Kusimpan di kantong tas dulu.
ID-CTX-B-1234	Nah. Tasmu jangan ketinggalan juga.
ID-CTX-B-1126	Payung lipatku ada di tasmu nggak?
ID-CTX-B-1127	Bentuknya yang mana?
ID-CTX-B-1128	Hitam pendek. Kemarin kupinjamkan.
ID-CTX-B-1129	Aku ingat taruh di kursi belakang.
ID-CTX-B-1130	Sebentar, kucari.
ID-CTX-B-1131	Kalau ketemu jangan dibuka di dalam ya.
ID-CTX-B-1132	Iya, masih basah?
ID-CTX-B-1133	Kemarin sempat kepakai. Aku takut belum kering.
ID-CTX-B-1134	Bungkusnya agak lembap sih.
ID-CTX-B-1135	Wah, maaf. Aku lupa keluarkan 😭
ID-CTX-B-1136	Aku taruh dekat pintu biar kena angin.
ID-CTX-B-1137	Oke. Jangan di tempat yang bisa jatuh.
ID-CTX-B-1138	Ada bangku kecil di situ. Aman.
ID-CTX-B-1139	Nanti kalau sudah kering aku ambil.
ID-CTX-B-1140	Nggak usah buru-buru datang hari ini.
ID-CTX-B-1141	Iya, besok sekalian lewat.
ID-CTX-B-1142	Kutandai dulu biar nggak kubawa pergi.
ID-CTX-B-1351	Air panas yang di termos masih ada?
ID-CTX-B-1352	Kamu mau bikin minum?
ID-CTX-B-1353	Iya, teh. Tapi tutup termosnya keras banget.
ID-CTX-B-1354	Aku takut tumpah kalau kutarik paksa.
ID-CTX-B-1355	Jangan ditarik. Putar pelan ke kiri.
ID-CTX-B-1356	Tunggu, tanganku agak licin.
ID-CTX-B-1357	Lap dulu pakai kain kering.
ID-CTX-B-1358	Oke, sebentar.
ID-CTX-B-1359	Nah, bisa. Masih hangat ternyata.
ID-CTX-B-1360	Bukan panas banget?
ID-CTX-B-1361	Nggak. Aku bisa pegang cangkirnya.
ID-CTX-B-1362	Bagus. Gulanya ada di dekat gelas?
ID-CTX-B-1363	Ada, tapi aku nggak mau pakai banyak.
ID-CTX-B-1364	Satu sendok cukup.
ID-CTX-B-1365	Aku pakai setengah aja.
ID-CTX-B-1366	Oke. Tutup lagi termosnya nanti.
ID-CTX-B-1367	Udah. Tehnya masih terlalu hangat buat kuminum.
ID-CTX-B-1506	Tadi ibu bilang tambahin satu sendok.
ID-CTX-B-1507	Sendok makan atau teh?
ID-CTX-B-1508	Nah, itu. Aku lupa nanya 😭
ID-CTX-B-1509	Kalau makan kebanyakan kali.
ID-CTX-B-1510	Bahan apa dulu?
ID-CTX-B-1511	Madu. Buat air hangat.
ID-CTX-B-1512	Pakai sendok teh aja dulu.
ID-CTX-B-1513	Iya, sudah kuaduk. Masih manis kok.
ID-CTX-B-1514	Jangan ditambah lagi.
ID-CTX-B-1515	Nggak. Gelasnya kecil.
ID-CTX-B-1516	Eh, ibu baru balas. Memang sendok teh.
ID-CTX-B-1517	Untung kamu belum ambil yang besar.
ID-CTX-B-1417	Earphone kiri tiba-tiba kecil suaranya.
ID-CTX-B-1418	Yang kanan masih normal?
ID-CTX-B-1419	Iya. Kukira lagu yang muter cuma sebelah.
ID-CTX-B-1420	Pas kuganti lagu sama aja.
ID-CTX-B-1421	Cek bagian lubangnya, mungkin kotor.
ID-CTX-B-1422	Bentar, lampunya redup di sini.
ID-CTX-B-1423	Nanti saja kalau nggak kelihatan.
ID-CTX-B-1424	Aku pindah dekat jendela dulu.
ID-CTX-B-1425	Nah, ada sedikit debu.
ID-CTX-B-1426	Kuusap pelan. Jangan pakai benda tajam kan?
ID-CTX-B-1427	Iya, lap kering cukup.
ID-CTX-B-1428	Suaranya balik. Hampir kubeli baru.
ID-CTX-B-1429	Simpan uangnya buat yang lain.
ID-CTX-B-1430	Aku simpan earphone di tempatnya dulu.
ID-CTX-B-1550	Pena biru yang di meja habis tintanya.
ID-CTX-B-1551	Kamu perlu buat nulis sekarang?
ID-CTX-B-1552	Iya, tinggal satu baris catatan.
ID-CTX-B-1553	Kupakai pensil dulu boleh?
ID-CTX-B-1554	Boleh, nanti bisa ditimpa pena.
ID-CTX-B-1555	Tapi pensilnya juga pendek banget.
ID-CTX-B-1556	Ada rautan?
ID-CTX-B-1557	Nggak ada. Aku cari pena hitam saja.
ID-CTX-B-1558	Ternyata di dalam buku.
