message_id	message_text
ID-BRG-1053	Aku masih dekat pintu, belum lihat kalian.
ID-BRG-1002	Aku tunggu jawabanmu soal yang singkat.
ID-BRG-1065	Maksudku yang kutanya tadi.
ID-BRG-1014	Kamu bilang kangen rumah?
ID-CTX-B-0006	Nota kecil yang tadi kupakai entah ke mana.
ID-CTX-B-0007	Baru sadar pas mau masukin ke tas.
ID-CTX-B-0008	Terakhir kamu pegang di mana?
ID-CTX-B-0009	Di meja, waktu hitung belanjaan.
ID-CTX-B-0010	Cek bagian bawah bukunya.
ID-CTX-B-0011	Nggak kelihatan 😭
ID-CTX-B-0012	Aku angkat barangnya satu-satu.
ID-CTX-B-0013	Tunggu, ada kertas yang terlipat.
ID-CTX-B-0014	Pelan saja, jangan sampai sobek.
ID-CTX-B-0015	Nah, ketemu.
ID-CTX-B-0016	Di sela apa?
ID-CTX-B-0017	Di balik dompetku sendiri.
ID-CTX-B-0018	Malu, dari tadi kucari di meja 😅
ID-CTX-B-0651	Sarung bantal cadangan masih di rak?
ID-CTX-B-0652	Seingatku masih satu yang bersih.
ID-CTX-B-0653	Aku cek bagian atas dulu.
ID-CTX-B-0654	Ada, warnanya lebih gelap dari yang kupikir.
ID-CTX-B-0655	Kupakai buat ganti yang basah.
ID-CTX-B-0656	Oke. Yang basah jangan ditumpuk.
ID-CTX-B-0657	Aku taruh di keranjang cucian.
ID-CTX-B-0658	Yang baru kupasang sekarang.
ID-CTX-B-0659	Sip. Nanti kucek keranjangnya.
ID-CTX-B-2718	Termos mini yang di rak jangan dibuang dulu.
ID-CTX-B-2719	Aku nggak berencana buang barangmu.
ID-CTX-B-2720	Tutupnya agak lecet, tapi masih rapat.
ID-CTX-B-2721	Kalau begitu aman disimpan.
ID-CTX-B-2722	Besok mau kupakai bawa air.
ID-CTX-B-2723	Hari ini biar di rak saja.
ID-CTX-B-2724	Tunggu, ada pesan lain masuk.
ID-CTX-B-2725	Aku jawab dulu, sebentar.
ID-CTX-B-2726	Iya. Termosnya kutaruh di sebelah gelas.
ID-CTX-B-2727	Pesannya belum terkirim.
ID-CTX-B-2728	Sudah, sinyalnya sempat hilang.
ID-CTX-B-2729	Eh, ternyata ada air sedikit di dalam termos.
ID-CTX-B-2730	Kosongkan dulu sebelum disimpan.
ID-CTX-B-2731	Iya, kubilas dan kubiarkan terbuka.
