conversation_id	timestamp	sender_id	message_text
KONV-GAL-R029	2026-07-02T19:54:02+07:00	AKT-TANIA	Kartu udah aman.
KONV-GAL-R029	2026-07-02T19:55:18+07:00	AKT-RAKA	Jangan turun dulu.
KONV-GAL-R029	2026-07-02T19:59:07+07:00	AKT-TANIA	Berarti masih nunggu?
KONV-GAL-R029	2026-07-02T20:02:14+07:00	AKT-TANIA	Yang tas besar juga?
KONV-GAL-R029	2026-07-02T20:06:03+07:00	AKT-RAKA	Nanti kukabarin lagi.
KONV-GAL-R030	2026-07-02T23:18:22+07:00	AKT-TANIA	Udah keluar.
KONV-GAL-R030	2026-07-02T23:21:03+07:00	AKT-TANIA	Aku kesel aja.
KONV-GAL-R030	2026-07-02T23:24:51+07:00	AKT-RAKA	Cas dulu.
KONV-GAL-R030	2026-07-02T23:25:44+07:00	AKT-TANIA	tinggal 8%.
KONV-GAL-R030	2026-07-02T23:29:57+07:00	AKT-TANIA	aku diem dulu ya
KONV-GAL-R031	2026-07-03T01:05:51+07:00	AKT-TANIA	Masih loading.
KONV-GAL-R031	2026-07-03T01:08:14+07:00	AKT-RAKA	Belum selesai sinkron.
KONV-GAL-R031	2026-07-03T01:12:06+07:00	AKT-TANIA	Aku refresh lagi.
KONV-GAL-R031	2026-07-03T01:16:23+07:00	AKT-RAKA	Coba tunggu bentar.
KONV-GAL-R031	2026-07-03T01:18:45+07:00	AKT-TANIA	iya udah kebuka
KONV-GAL-R036	2026-07-03T22:26:37+07:00	AKT-TANIA	Nomornya bener.
KONV-GAL-R036	2026-07-03T22:31:42+07:00	AKT-TANIA	HP di tangan.
KONV-GAL-R036	2026-07-03T22:35:09+07:00	AKT-RAKA	Jangan kelamaan.
KONV-GAL-R036	2026-07-03T22:43:12+07:00	AKT-TANIA	Aku keluar dulu.
KONV-GAL-R036	2026-07-03T22:47:21+07:00	AKT-TANIA	udah deket
KONV-GAL-R043	2026-07-06T07:06:22+07:00	AKT-RENA	rambut masih basah
KONV-GAL-R043	2026-07-06T07:13:18+07:00	AKT-RENA	Tas kecil aja ya?
KONV-GAL-R043	2026-07-06T07:17:46+07:00	AKT-RAKA	Iya, yang perlu.
KONV-GAL-R043	2026-07-06T07:25:03+07:00	AKT-RENA	Oke nggak jadi kemas.
KONV-GAL-R043	2026-07-06T07:52:28+07:00	AKT-RENA	Aku nunggu.
KONV-GAL-R044	2026-07-06T19:43:08+07:00	AKT-RENA	Nah ketemu.
KONV-GAL-R044	2026-07-06T19:54:11+07:00	AKT-RENA	Sikat giginya jangan lupa.
KONV-GAL-R044	2026-07-06T20:03:27+07:00	AKT-RENA	Aku lapar banget.
KONV-GAL-R044	2026-07-06T20:11:16+07:00	AKT-RENA	Turun sekarang?
KONV-GAL-R044	2026-07-06T20:15:36+07:00	AKT-RAKA	Iya, sisi pintu.
KONV-GAL-R045	2026-07-06T22:35:17+07:00	AKT-RENA	bentar ya
KONV-GAL-R045	2026-07-06T22:43:32+07:00	AKT-RENA	Belum siap banget.
KONV-GAL-R045	2026-07-06T22:55:19+07:00	AKT-RENA	aku dengar
KONV-GAL-R045	2026-07-06T23:08:07+07:00	AKT-RENA	Aku turun sekarang.
KONV-GAL-R045	2026-07-06T23:15:26+07:00	AKT-RENA	Loh berubah lagi?
KONV-GAL-R047	2026-07-07T02:04:12+07:00	AKT-RENA	Batal semua ya.
KONV-GAL-R047	2026-07-07T02:07:36+07:00	AKT-RENA	Capek nunggu.
KONV-GAL-R047	2026-07-07T02:14:08+07:00	AKT-RENA	iya, aku rebahan.
KONV-GAL-R047	2026-07-07T02:19:44+07:00	AKT-RENA	Layar kubalik.
KONV-GAL-R047	2026-07-07T02:29:51+07:00	AKT-RENA	Jangan lupa kabarin.
KONV-GAL-R048	2026-07-07T06:48:22+07:00	AKT-RENA	15 menit?
KONV-GAL-R048	2026-07-07T06:51:37+07:00	AKT-RENA	Terus jam 11?
KONV-GAL-R048	2026-07-07T06:57:05+07:00	AKT-RAKA	Iya, beda.
KONV-GAL-R048	2026-07-07T07:08:19+07:00	AKT-RENA	Belum ada suara.
KONV-GAL-R048	2026-07-07T07:14:42+07:00	AKT-RENA	Aku sarapan dikit.
KONV-GAL-R049	2026-07-07T11:54:11+07:00	AKT-RENA	Aku baca.
KONV-GAL-R049	2026-07-07T11:56:24+07:00	AKT-RENA	sebentar ya
KONV-GAL-R049	2026-07-07T12:00:37+07:00	AKT-RENA	Oke, paham.
KONV-GAL-R049	2026-07-07T12:04:52+07:00	AKT-RENA	Meja masih berantakan.
KONV-GAL-R049	2026-07-07T12:09:19+07:00	AKT-RENA	HP di saku.
KONV-GAL-R050	2026-07-07T13:04:11+07:00	AKT-RENA	Dia masih di sini.
KONV-GAL-R050	2026-07-07T13:07:17+07:00	AKT-RENA	Udah kubilang.
KONV-GAL-R050	2026-07-07T13:11:26+07:00	AKT-RENA	Sebentar, ya.
KONV-GAL-R050	2026-07-07T13:17:48+07:00	AKT-RENA	Aku balik lagi.
KONV-GAL-R050	2026-07-07T13:24:17+07:00	AKT-RENA	iya iya, turun
