message_id	message_text
ID-CTX-B-1275	Pintu lemari yang tadi seret sudah bisa ditutup?
ID-CTX-B-1276	Harusnya bisa, engsel bawahnya kugeser.
ID-CTX-B-1277	Aku cek sebentar.
ID-CTX-B-1278	Masih ada bunyi kecil pas ditarik.
ID-CTX-B-1279	Tapi nggak nyangkut lagi.
ID-CTX-B-1280	Oke. Jangan banting pintunya dulu.
ID-CTX-B-1281	Enggak. Aku ambil baju satu aja.
ID-CTX-B-1282	Nanti kucoba tutup pelan.
ID-CTX-B-1283	Kalau macet lagi, kabari.
ID-CTX-B-1917	Kaus kaki hitam yang baru dicuci mana?
ID-CTX-B-1918	Aku nggak ambil. Masih di jemuran mungkin.
ID-CTX-B-1919	Tadi jemurannya kosong.
ID-CTX-B-1920	Aku cek keranjang yang dekat pintu.
ID-CTX-B-1921	Ada kaus kaki, tapi cuma satu.
ID-CTX-B-1922	Yang satunya mungkin nyelip di handuk.
ID-CTX-B-1923	Benar, ujungnya kelihatan.
ID-CTX-B-1924	Dapat sepasang. Masih agak lembap.
ID-CTX-B-1925	Kutaruh dulu di dekat jendela.
ID-CTX-B-1926	Kalau mau pakai sekarang ada yang kering di rak.
ID-CTX-B-1927	Aku nggak buru-buru kok.
ID-CTX-B-1928	Yang basah biar kutinggal di situ.
ID-CTX-B-1929	Eh, pasangannya beda ukuran.
ID-CTX-B-1930	Coba cek yang di bawah handuk lagi.
ID-CTX-B-1931	Oh. Masih ada satu ternyata.
ID-CTX-B-2050	Air di termos masih hangat ternyata.
ID-CTX-B-2051	Tadi diisi jam berapa?
ID-CTX-B-2052	Pagi. Kupikir sudah dingin.
ID-CTX-B-2053	Mau kupakai seduh teh sebentar.
ID-CTX-B-2054	Boleh, jangan habiskan semua.
ID-CTX-B-2055	Cuma satu gelas.
ID-CTX-B-2056	Kamu sudah makan juga?
ID-CTX-B-2057	Sudah, tadi nasi sisa.
ID-CTX-B-2058	Aku belum. Nanti setelah mandi.
ID-CTX-B-2059	Gelasnya kutaruh di meja dulu.
ID-CTX-B-2060	Aku mandi bentar.
ID-CTX-B-2061	Eh, tutup termosnya masih terbuka.
ID-CTX-B-2062	Tutup dulu kalau mau keluar.
ID-CTX-B-2063	Sudah. Hampir lupa.
ID-CTX-B-2064	Tehnya belum kutuang juga ternyata.
ID-CTX-B-1820	Nota lama yang di buku itu ternyata masih ada.
ID-CTX-B-1821	Buat apa kamu cari?
ID-CTX-B-1822	Mau cocokkan tanggal pembelian barang.
ID-CTX-B-1823	Tintanya mulai pudar, susah dibaca.
ID-CTX-B-1824	Coba foto dekat jendela, cahayanya lebih terang.
ID-CTX-B-1825	Sebentar, kameraku lagi penuh.
ID-CTX-B-1826	Kamu sudah makan? Kalau belum nanti sekalian.
ID-CTX-B-1827	Udah. Nota itu taruh lagi di bukunya ya.
ID-CTX-B-1828	Iya, setelah kulihat tanggalnya.
ID-CTX-B-2874	Sisa gula sachet yang di kotak jangan dibuang dulu.
ID-CTX-B-2875	Nggak akan. Memang masih ada berapa?
ID-CTX-B-2876	Dua, kalau hitunganku benar.
ID-CTX-B-2877	Aku lihat nanti. Kotaknya masih di meja.
ID-CTX-B-2878	Besok pagi aku butuh satu buat teh.
ID-CTX-B-2879	Sekarang nggak usah diambil.
ID-CTX-B-2880	Tunggu, ada pesan masuk dari rumah.
