message_id	message_text
ID-CTX-B-0598	Wadah bening kecil yang di rak boleh kupakai?
ID-CTX-B-0599	Boleh. Yang tutupnya putih.
ID-CTX-B-0600	Iya, buat nyimpen klip kertas.
ID-CTX-B-0601	Nanti kutaruh balik kalau sudah selesai.
ID-CTX-B-0602	Jangan sampai klipnya jatuh dekat kipas.
ID-CTX-B-0603	Aku pindah ke meja dulu.
ID-CTX-B-0604	Klipnya sudah masuk semua.
ID-CTX-B-0605	Tutupnya kutaruh di samping.
ID-CTX-B-0606	Sip, jangan ditinggal terbuka.
ID-CTX-B-0607	Sebentar, kipasnya mulai bunyi.
ID-CTX-B-0608	Wadahnya kutaruh dulu.
ID-CTX-B-0609	Iya, lihat kipasnya setelah dimatikan.
ID-CTX-B-0610	Wadahnya sudah kujauhkan dari kipas.
ID-CTX-B-3084	Toples kecil masih ada di rak? Klipnya kepenuhan di wadah ini.
ID-CTX-B-3085	Yang di rak atas? Masih.
ID-CTX-B-3086	Aku belum mau ambil. Kertas di kipas tadi nyangkut.
ID-CTX-B-3087	Nunggu kipasnya benar-benar berhenti.
ID-CTX-B-3088	Toplesnya nanti saja, urus kertas itu dulu.
ID-CTX-B-3089	Iya, toplesnya kubiarin dulu.
ID-CTX-B-3090	Jangan dipindah, nanti aku cek.
ID-CTX-B-3091	Kertasnya masuk buku, klipnya masih di wadah.
ID-CTX-B-3092	Kayaknya toples kecil itu cukup.
ID-CTX-B-3093	Kalau begitu ambil yang tutupnya rapat.
ID-CTX-B-3094	Aku terlalu ribet mikirin klip 😭
ID-CTX-B-0199	Aku mau bikin teh, masih ada satu kantong?
ID-CTX-B-0200	Ada. Cek kotak paling atas.
ID-CTX-B-0201	Oh, ketemu. Tinggal satu.
ID-CTX-B-0202	Airnya kupanasin dulu.
ID-CTX-B-0203	Jangan lupa matikan setelah mendidih.
ID-CTX-B-0204	Iya, aku di dekat kompor.
ID-CTX-B-0205	Airnya sudah panas.
ID-CTX-B-0206	Kantongnya masuk gelas.
ID-CTX-B-0207	Tutup kotaknya lagi.
ID-CTX-B-0208	Sudah. Tehnya masih terlalu panas.
ID-CTX-B-0209	Aku tunggu sambil baca pesan ibu tadi.
ID-CTX-B-0210	Iya, pelan-pelan.
ID-CTX-B-0211	Belum kuminum. Masih nunggu dingin.
