message_id	message_text
ID-CTX-B-0793	Selimut yang di ujung kasur boleh kulipat?
ID-CTX-B-0794	Jangan dulu, masih agak lembap habis dijemur.
ID-CTX-B-0795	Oh, kupikir sudah kering.
ID-CTX-B-0796	Aku geser saja biar nggak kena bantal.
ID-CTX-B-0797	Iya, biarin terbuka sebentar.
ID-CTX-B-0798	Tapi jangan dibuang ke keranjang cucian lagi 😄
ID-CTX-B-0799	Enggak, masih bersih kok.
ID-CTX-B-0800	Bagian pinggirnya tadi kena cipratan air.
ID-CTX-B-0801	Mungkin kering kalau sore.
ID-CTX-B-0802	Semoga, yang satunya tipis banget 😭
ID-CTX-B-0803	Eh, ada noda kecil di sudutnya.
ID-CTX-B-0804	Noda apa?
ID-CTX-B-0805	Kayak bekas teh, bukan yang baru.
ID-CTX-B-0806	Nanti cuci bagian itu saja, jangan sekarang.
ID-CTX-B-0860	Celana hitam yang di tas kain jangan dipindah dulu.
ID-CTX-B-0861	Kenapa, mau dipakai?
ID-CTX-B-0862	Iya, tapi aku masih cari bajunya.
ID-CTX-B-0863	Kalau ditumpuk lagi nanti susah nyari.
ID-CTX-B-0864	Oke, kutinggal di situ.
ID-CTX-B-0865	Dan jangan masukin ke cucian ya, masih bersih.
ID-CTX-B-0866	Iya, tadi juga nggak kupegang 😅
ID-CTX-B-0867	Maaf, aku cuma takut ketukar.
ID-CTX-B-0868	Baju yang satunya ada di atas lemari mungkin.
ID-CTX-B-0869	Nggak sanggup ngambil sendiri kalau di atas 😭
ID-CTX-B-0870	Aku cek tas dulu, siapa tahu sudah masuk.
ID-CTX-B-0871	Tunggu, aku lagi di luar. Nanti kubantu cari.
ID-CTX-B-0872	Nggak usah balik cuma buat itu.
ID-CTX-B-0873	Aku bisa pakai baju yang lain.
ID-CTX-B-0874	Iya, maksudku kalau sudah pulang.
ID-CTX-B-0875	Ya sudah. Celananya kutaruh dekat pintu dulu.
ID-CTX-B-0876	Oke, jangan sampai keserempet air.
ID-CTX-B-2590	Roti tawar yang kubeli tadi kamu simpan?
ID-CTX-B-2591	Nggak. Aku lihat di meja dekat plastik belanja.
ID-CTX-B-2592	Di situ tinggal bungkusnya.
ID-CTX-B-2593	Coba kucari di belakang kotak.
ID-CTX-B-2594	Oh ada ujung plastiknya, ketutup koran.
ID-CTX-B-2595	Iya, itu dia. Jangan taruh dekat gelas basah.
ID-CTX-B-2596	Rotinya masih rapat kok.
ID-CTX-B-2597	Tanggalnya sampai besok.
ID-CTX-B-2598	Untung ketemu, kukira ada yang mindahin.
ID-CTX-B-2599	Ambil dua lembar kalau mau sarapan.
ID-CTX-B-2600	Nanti. Aku mau simpan sisanya dulu.
ID-CTX-B-2601	Klip bungkusnya hilang.
ID-CTX-B-2602	Ada karet kecil di atas kulkas, pakai itu.
ID-CTX-B-2603	Oke, jangan terlalu kencang biar nggak sobek.
ID-CTX-B-2359	Piring kecil yang motif garis ada di tempatmu?
ID-CTX-B-2360	Nggak kuambil. Terakhir di meja makan.
ID-CTX-B-2361	Aku lihat tadi, cuma ada gelas.
ID-CTX-B-2362	Sebentar, periksa dekat rak bawah.
ID-CTX-B-2363	Di situ ada tumpukan piring besar.
ID-CTX-B-2364	Mungkin terselip paling bawah.
ID-CTX-B-2365	Oh iya, ketemu di belakangnya.
ID-CTX-B-2366	Masih ada remah, berarti belum dicuci.
ID-CTX-B-2367	Aku kira sudah masuk lemari bersih.
ID-CTX-B-2368	Jangan langsung ditaruh lagi ya.
ID-CTX-B-2369	Tahu. Mau kupakai sebentar.
ID-CTX-B-2370	Habis itu kucuci sekalian.
ID-CTX-B-2371	Eh, piringnya ada sumbing sedikit di pinggir.
ID-CTX-B-2372	Kalau tajam ambil yang lain saja.
ID-CTX-B-2373	Iya, yang biru masih utuh.
ID-CTX-B-2374	Yang ini kusisihkan biar nggak dipakai orang.
ID-CTX-B-2492	Sepatu hitamku ada di dekat pintu.
ID-CTX-B-2493	Kenapa? Mau keluar?
ID-CTX-B-2494	Belum, cuma sebelah kirinya basah.
ID-CTX-B-2495	Mungkin kena cipratan pas hujan tadi.
ID-CTX-B-2496	Jangan ditaruh menempel tembok lembap.
ID-CTX-B-2497	Aku geser ke bawah kursi.
ID-CTX-B-2498	Kamu sudah makan? Dari tadi sibuk.
ID-CTX-B-2499	Sudah, tadi beli nasi bungkus.
ID-CTX-B-2500	Aku belum, tunggu habis mandi.
ID-CTX-B-2501	Ya sudah, sepatunya biar kering dulu.
ID-CTX-B-2502	Aku mandi dulu. Jangan ada yang pakai ya.
ID-CTX-B-2503	Eh, kaus kakinya juga lembap.
ID-CTX-B-2504	Pisahin dari sepatu, nanti bau.
ID-CTX-B-2505	Sudah kutaruh di dekat cucian.
ID-CTX-B-2506	Besok pagi kucek lagi sepatunya.
ID-CTX-B-2507	Kalau belum kering, pakai sandal dulu.
ID-CTX-B-2291	Baju ganti yang di kantong itu boleh kupakai dulu?
ID-CTX-B-2292	Yang warna biru? Silakan.
ID-CTX-B-2293	Iya, cuma buat sebentar keluar.
ID-CTX-B-2294	Nanti kukembaliin setelah dicuci.
ID-CTX-B-2295	Eh ada yang manggil di depan.
ID-CTX-B-2296	Aku lihat dulu, bajunya masih di kursi.
ID-CTX-B-2297	Oke, hati-hati kalau keluar.
ID-CTX-B-2298	Cuma tetangga mau tanya paket.
ID-CTX-B-2299	Sekarang baru mau ganti baju.
ID-CTX-B-2300	Kantongnya jangan hilang, masih kupakai.
ID-CTX-B-2301	Kutumpuk rapi di kursi, tenang.
