conversation_id	timestamp	sender_id	message_text
KONV-CTX-RENA-0701-TUNGGU	2026-07-01T13:36:03+07:00	AKT-RENA	Aku sudah di bawah tapi tempat duduknya penuh.
KONV-CTX-RENA-0701-TUNGGU	2026-07-01T13:40:20+07:00	AKT-RAKA	Jangan berdiri di dekat pintu yang terus dibuka.
KONV-CTX-RENA-0701-TUNGGU	2026-07-01T13:42:37+07:00	AKT-RENA	Aku geser ke samping. Masih bisa lihat jalan.
KONV-CTX-RENA-0701-TUNGGU	2026-07-01T13:47:02+07:00	AKT-RAKA	Aku belum tahu berapa lama urusanku.
KONV-CTX-RENA-0701-TUNGGU	2026-07-01T13:50:19+07:00	AKT-RENA	Nggak apa, aku bawa air minum.
KONV-CTX-RENA-0701-TUNGGU	2026-07-01T13:51:36+07:00	AKT-RENA	Cuma agak panas di sini.
KONV-CTX-RENA-0701-TUNGGU	2026-07-01T13:59:01+07:00	AKT-RAKA	Kalau di dalam ada kursi kosong, kamu boleh masuk lagi.
KONV-CTX-RENA-0701-TUNGGU	2026-07-01T14:01:18+07:00	AKT-RENA	Aku cek. Ada satu dekat kipas.
KONV-CTX-RENA-0701-TUNGGU	2026-07-01T14:07:35+07:00	AKT-RAKA	Nah, tunggu di situ. Aku chat begitu selesai.
KONV-CTX-RENA-0701-TUNGGU	2026-07-01T14:11:00+07:00	AKT-RENA	Oke. HP-ku tetap nyala.
KONV-CTX-BAGAS-0702-PUTAR	2026-07-02T11:04:03+07:00	AKT-BAGAS	Aku kelewatan belokan dua kali gara-gara ngobrol.
KONV-CTX-BAGAS-0702-PUTAR	2026-07-02T11:08:20+07:00	AKT-RAKA	Kamu nyetir sambil telepon?
KONV-CTX-BAGAS-0702-PUTAR	2026-07-02T11:10:37+07:00	AKT-BAGAS	Pakai pengeras suara. Tapi tetap bikin lupa jalan.
KONV-CTX-BAGAS-0702-PUTAR	2026-07-02T11:15:02+07:00	AKT-RAKA	Berhenti dulu kalau mau lihat peta.
KONV-CTX-BAGAS-0702-PUTAR	2026-07-02T11:18:19+07:00	AKT-BAGAS	Sudah berhenti. Aku putar lewat jalan besar.
KONV-CTX-BAGAS-0702-PUTAR	2026-07-02T11:19:36+07:00	AKT-RAKA	Jangan ambil putaran yang melawan arah.
KONV-CTX-BAGAS-0702-PUTAR	2026-07-02T11:27:01+07:00	AKT-BAGAS	Iya, aku tahu. Jalan besarnya di depan.
KONV-CTX-BAGAS-0702-PUTAR	2026-07-02T11:29:18+07:00	AKT-RAKA	Oke, kabari setelah jalan lagi kalau masih perlu.
KONV-CTX-BAGAS-0702-PUTAR	2026-07-02T11:35:35+07:00	AKT-BAGAS	Aku matikan telepon sekarang. Nanti chat.
KONV-CTX-RENA-0703-PAYUNG	2026-07-03T12:03:03+07:00	AKT-RENA	Kalau sore hujan, kita tetap keluar?
KONV-CTX-RENA-0703-PAYUNG	2026-07-03T12:07:20+07:00	AKT-RAKA	Belum ada keputusan. Lihat cuaca nanti.
KONV-CTX-RENA-0703-PAYUNG	2026-07-03T12:09:37+07:00	AKT-RENA	Aku cuma mau tahu perlu bawa payung besar nggak.
KONV-CTX-RENA-0703-PAYUNG	2026-07-03T12:14:02+07:00	AKT-RAKA	Payung lipatmu sudah kering?
KONV-CTX-RENA-0703-PAYUNG	2026-07-03T12:17:19+07:00	AKT-RENA	Belum, kemarin kutaruh di kamar mandi.
KONV-CTX-RENA-0703-PAYUNG	2026-07-03T12:18:36+07:00	AKT-RAKA	Buka di dekat jendela supaya nggak bau.
KONV-CTX-RENA-0703-PAYUNG	2026-07-03T12:26:01+07:00	AKT-RENA	Oke. Kalau kering aku bawa yang kecil.
KONV-CTX-RENA-0703-PAYUNG	2026-07-03T12:28:18+07:00	AKT-RAKA	Jangan biarkan menghalangi pintu.
KONV-CTX-RENA-0703-PAYUNG	2026-07-03T12:34:35+07:00	AKT-RENA	Kutaruh di sisi kursi, aman.
KONV-CTX-DINI-0704-JAMBU	2026-07-04T15:33:03+07:00	AKT-DINI	Buah jambu yang kemarin masih keras.
KONV-CTX-DINI-0704-JAMBU	2026-07-04T15:37:20+07:00	AKT-RAKA	Berarti tunggu satu hari lagi.
KONV-CTX-DINI-0704-JAMBU	2026-07-04T15:39:37+07:00	AKT-DINI	Aku taruh dekat pisang, katanya lebih cepat matang.
KONV-CTX-DINI-0704-JAMBU	2026-07-04T15:44:02+07:00	AKT-RAKA	Jangan terlalu lama, nanti dua-duanya lembek.
KONV-CTX-DINI-0704-JAMBU	2026-07-04T15:47:19+07:00	AKT-DINI	Aku mau potong satu malam ini, coba rasanya.
KONV-CTX-DINI-0704-JAMBU	2026-07-04T15:48:36+07:00	AKT-RAKA	Kalau masih sepat, jangan dipaksa habiskan.
KONV-CTX-DINI-0704-JAMBU	2026-07-04T15:56:01+07:00	AKT-DINI	Aku suka yang agak renyah, bukan yang terlalu lunak.
KONV-CTX-DINI-0704-JAMBU	2026-07-04T15:58:18+07:00	AKT-RAKA	Oke, berarti kamu mungkin suka yang sekarang.
KONV-CTX-DINI-0704-JAMBU	2026-07-04T16:04:35+07:00	AKT-DINI	Nanti aku kasih kabar, jangan menilai jambu dari jauh.
KONV-CTX-DINI-0704-JAMBU	2026-07-04T16:08:00+07:00	AKT-RAKA	Aku menunggu laporan resmi jambu 😄
KONV-CTX-REZA-0705-LEMBAR	2026-07-05T12:46:03+07:00	AKT-REZA	Dokumen yang kamu minta tadi ada dua halaman.
KONV-CTX-REZA-0705-LEMBAR	2026-07-05T12:50:20+07:00	AKT-RAKA	Aku kira satu. Yang belakang isi apa?
KONV-CTX-REZA-0705-LEMBAR	2026-07-05T12:52:37+07:00	AKT-REZA	Cuma catatan pengantar, bukan tanda tangan.
KONV-CTX-REZA-0705-LEMBAR	2026-07-05T12:57:02+07:00	AKT-RAKA	Jangan pisahkan halamannya dulu.
KONV-CTX-REZA-0705-LEMBAR	2026-07-05T13:00:19+07:00	AKT-REZA	Aku jepit jadi satu, bukan staples.
KONV-CTX-REZA-0705-LEMBAR	2026-07-05T13:01:36+07:00	AKT-RAKA	Bagus. Aku lihat kalau sudah dekat.
KONV-CTX-REZA-0705-LEMBAR	2026-07-05T13:09:01+07:00	AKT-REZA	Aku simpan di map putih biar nggak kusut.
KONV-CTX-REZA-0705-LEMBAR	2026-07-05T13:11:18+07:00	AKT-RAKA	Jangan taruh di bawah botol air.
KONV-CTX-REZA-0705-LEMBAR	2026-07-05T13:17:35+07:00	AKT-REZA	Botolnya sudah di kantong lain.
KONV-CTX-REZA-0705-LEMBAR	2026-07-05T13:21:00+07:00	AKT-RAKA	Oke, makasih. Bawa mapnya kalau kita ketemu.
KONV-CTX-BAGAS-0706-MOTOR	2026-07-06T11:17:03+07:00	AKT-BAGAS	Motor di parkir punya alarm sensitif banget.
KONV-CTX-BAGAS-0706-MOTOR	2026-07-06T11:21:20+07:00	AKT-RAKA	Baru ada yang lewat sudah bunyi?
