conversation_id	timestamp	sender_id	message_text
KONV-CTX-DINI-0712-PESAN	2026-07-12T18:08:00+07:00	AKT-DINI	Pesan minumanmu masih di aplikasi atau sudah batal?
KONV-CTX-DINI-0712-PESAN	2026-07-12T18:11:07+07:00	AKT-RAKA	Masih ada, tapi kurirnya muter jauh.
KONV-CTX-DINI-0712-PESAN	2026-07-12T18:14:14+07:00	AKT-DINI	Aku mau turun sebentar. Kalau datang sebelum aku balik, taruh di meja ya.
KONV-CTX-DINI-0712-PESAN	2026-07-12T18:17:21+07:00	AKT-RAKA	Bisa. Kamu pesan yang tanpa es kan?
KONV-CTX-DINI-0712-PESAN	2026-07-12T18:22:28+07:00	AKT-DINI	Iya, tenggorokanku lagi nggak enak.
KONV-CTX-DINI-0712-PESAN	2026-07-12T18:25:35+07:00	AKT-RAKA	Tulisannya di struk malah pakai es.
KONV-CTX-DINI-0712-PESAN	2026-07-12T18:28:42+07:00	AKT-DINI	Waduh. Jangan dibuka dulu, biar kulihat.
KONV-CTX-DINI-0712-PESAN	2026-07-12T18:31:49+07:00	AKT-RAKA	Oke, aku tunggu kamu. Kurirnya belum sampai juga.
KONV-CTX-DINI-0712-PESAN	2026-07-12T18:36:05+07:00	AKT-DINI	Sekarang aku balik. Nggak jadi jauh-jauh.
KONV-CTX-DINI-0712-PESAN	2026-07-12T18:39:12+07:00	AKT-RAKA	Nah, pas. Baru muncul notif dia dekat.
KONV-CTX-DINI-0712-PESAN	2026-07-12T18:42:19+07:00	AKT-DINI	Kalau ada esnya, buat kamu aja. Aku minum yang hangat.
KONV-CTX-DINI-0712-PESAN	2026-07-12T18:45:26+07:00	AKT-RAKA	Kita lihat dulu jangan marah sama esnya sebelum datang 😄
KONV-CTX-DINI-0712-PESAN	2026-07-12T18:50:33+07:00	AKT-DINI	Aku marah sama tombol aplikasinya, bukan sama es.
KONV-CTX-DINI-0712-PESAN	2026-07-12T18:53:40+07:00	AKT-RAKA	Sudah turun di depan, aku ambil.
KONV-CTX-DINI-0712-PESAN	2026-07-12T18:56:47+07:00	AKT-DINI	Aku di dekat pintu. Kasih ke aku aja.
KONV-CTX-DINI-0712-PESAN	2026-07-12T18:59:03+07:00	AKT-RAKA	Ternyata tanpa es. Aman.
KONV-CTX-DINI-0712-PESAN	2026-07-12T19:04:10+07:00	AKT-DINI	Syukurlah, tadi aku udah siap komplain.
