message_id	message_text
ID-CTX-B-2214	Piring kecil yang di rak boleh kupakai?
ID-CTX-B-2215	Boleh. Yang putih ada retak di pinggir, ambil yang hijau.
ID-CTX-B-2216	Oh, aku sudah telanjur ambil yang putih.
ID-CTX-B-2217	Belum kuisi apa-apa kok, kutukar.
ID-CTX-B-2218	Tunggu, ada yang manggil di luar.
ID-CTX-B-2219	Piringnya kutinggal di meja dulu.
ID-CTX-B-2220	Iya, nanti saja. Jangan taruh di tepi.
ID-CTX-B-2221	Sebentar, aku lihat siapa yang datang.
ID-CTX-B-2222	Ternyata cuma tetangga mau pinjam gunting.
ID-CTX-B-2223	Kukira ada urusan mendadak.
ID-CTX-B-2224	Nggak. Aku jadi pakai piring hijau tadi.
ID-CTX-B-2225	Yang putih kutaruh kembali, nanti kita buang kalau pecah.
ID-CTX-B-2274	Senter yang biasa di laci ada di kamu?
ID-CTX-B-2275	Nggak. Kemarin kulihat di atas meja.
ID-CTX-B-2276	Sekarang nggak kelihatan.
ID-CTX-B-2277	Aku cari dulu di sela barang.
ID-CTX-B-2278	Kayaknya tadi tertutup buku.
ID-CTX-B-2279	Cek bawah tumpukan kertas sebelah kiri.
ID-CTX-B-2280	Oh, ada bagian hitam yang nongol.
ID-CTX-B-2281	Ketemu, baterainya terpasang.
ID-CTX-B-2282	Tadi kulewati berkali-kali 😅
ID-CTX-B-2283	Ya bagus kalau sudah ketemu.
ID-CTX-B-2284	Tombolnya agak seret waktu ditekan.
ID-CTX-B-2285	Kusimpan di rak yang lebih gampang dijangkau.
ID-CTX-B-2286	Eh, sinarnya redup ternyata.
ID-CTX-B-2287	Baterainya mungkin hampir habis.
ID-CTX-B-2288	Ada penggantinya nggak?
ID-CTX-B-2289	Aku cek kotak plastik dulu.
ID-CTX-B-2290	Kalau nggak ada, besok sekalian beli.
ID-CTX-B-2915	Soal kacamataku tadi, kayaknya tertinggal di situ.
ID-CTX-B-2916	Yang bingkai hitam, bukan cadangannya.
ID-CTX-B-2917	Terakhir kamu pakai di mana?
ID-CTX-B-2918	Di meja waktu baca pesan. Eh, mungkin masuk tas 😭
ID-CTX-B-2919	Coba cek dulu, nanti aku cari di sini.
ID-CTX-B-2920	Tas kecil kosong. Aku serius nggak ingat.
ID-CTX-B-2921	Sebentar, ada kantong samping belum kulihat.
ID-CTX-B-2922	Ah ketemu. Nyelip di balik dompet.
ID-CTX-B-2923	Aku off dulu, mau beresin barang.
ID-CTX-B-2924	Eh, lap kacamatanya justru nggak ada.
ID-CTX-B-2925	Nggak mendesak, nanti saja kucari lagi.
ID-CTX-B-2926	Lap warna abu itu ada di sini kayaknya.
ID-CTX-B-2927	Oke, simpan dulu. Nanti kuambil sekalian.
ID-CTX-B-2782	Serbet di meja basah, tadi kena tumpahan air.
ID-CTX-B-2783	Banyak yang tumpah?
ID-CTX-B-2784	Sedikit. Gelasnya kesenggol siku.
ID-CTX-B-2785	Aku cuma mau bilang biar nggak dipakai lagi.
ID-CTX-B-2786	Iya, taruh di tempat cucian saja.
ID-CTX-B-2787	Sudah. Mejanya kulap pakai tisu.
ID-CTX-B-2788	Kamu sudah makan belum?
ID-CTX-B-2789	Sudah tadi. Kamu?
ID-CTX-B-2790	Belum, habis beresin meja dulu.
ID-CTX-B-2791	Ya sudah, cari makan dulu.
ID-CTX-B-2792	Aku mandi sebentar, nanti baru makan.
ID-CTX-B-2793	Eh, sisa tisunya kutaruh di dekat tempat sampah.
ID-CTX-B-2794	Iya, nanti kubuang.
ID-CTX-B-0926	Pulpen hitamku masih di tempatmu?
ID-CTX-B-0927	Yang ada selotip di tutupnya?
ID-CTX-B-0928	Iya, tapi aku belum sempat ambil sekarang.
ID-CTX-B-0929	Pakai yang lain dulu kalau butuh.
ID-CTX-B-0930	Aku nggak sedang perlu. Cuma memastikan.
ID-CTX-B-0931	Jangan dibuang ya, tintanya masih banyak.
ID-CTX-B-0932	Nggak akan. Ada di dekat buku catatan.
ID-CTX-B-0933	Oke, nanti kuambil kalau lewat.
ID-CTX-B-0934	Aku hampir lupa naruhnya di mana kemarin.
ID-CTX-B-0935	Padahal itu pulpen favoritku 😭
ID-CTX-B-0936	Eh, tutupnya ternyata bukan punya pulpen itu.
ID-CTX-B-0937	Lah, yang asli mana?
ID-CTX-B-0938	Mungkin di dasar tas. Nanti kucari.
ID-CTX-B-0939	Santai, pulpennya simpan saja dulu.
