message_id	message_text
ID-CTX-B-0042	Botol minum yang tadi di dekat tasku kamu lihat?
ID-CTX-B-0043	Terakhir kulihat di samping tasmu. Belum dipindah kok.
ID-CTX-B-0044	Aku cari dulu di situ.
ID-CTX-B-0045	Nggak ada. Mungkin ketutup buku.
ID-CTX-B-0046	Coba lihat sisi meja yang dekat jendela.
ID-CTX-B-0047	Tunggu, aku geser bukunya dulu.
ID-CTX-B-0048	Ketemu! Nyelip di belakang buku 😅
ID-CTX-B-0246	Tisunya jangan dipakai dulu. Ada yang mau kubersihkan nanti.
ID-CTX-B-0247	Yang di meja? Mau kusisihkan?
ID-CTX-B-0248	Iya. Aku lagi urus hal lain, belum sempat ke situ.
ID-CTX-B-0249	Nggak mendesak kok.
ID-CTX-B-0250	Oke, kusimpan di pinggir meja.
ID-CTX-B-0251	Tapi jangan dibuang bungkusnya, ya.
ID-CTX-B-0252	Iya, masih lengkap.
ID-CTX-B-0253	Sip. Nanti kupakai setelah beres ini.
ID-CTX-B-0254	Oh, satu lagi.
ID-CTX-B-0255	Aku lupa tisu itu tadi basah atau kering 😭
ID-CTX-B-0256	Kalau basah, jangan ditaruh di atas kertas dulu.
ID-CTX-B-0257	Kering kok. Kertas yang mana?
ID-CTX-B-0258	Yang di sebelahnya. Aku belum bisa cek sekarang.
ID-CTX-B-0259	Biar kuambil sendiri nanti.
ID-CTX-B-0260	Oke, tisunya tetap di situ.
ID-CTX-B-0261	Makasih. Bungkusnya simpan juga.
ID-CTX-B-0262	Sudah, aman.
ID-CTX-B-0512	Sabun cairnya jangan dipindah dulu, nanti kupakai.
ID-CTX-B-0513	Yang di dekat wastafel?
ID-CTX-B-0514	Iya. Aku masih ngurus yang lain.
ID-CTX-B-0515	Belum perlu sekarang, jadi biarkan di situ aja.
ID-CTX-B-0516	Oke, nggak kusentuh.
ID-CTX-B-0517	Jangan dibuang botolnya kalau kelihatan kosong.
ID-CTX-B-0518	Tenang, masih di tempatnya.
ID-CTX-B-0519	Tadi aku lihat isinya tinggal sedikit.
ID-CTX-B-0520	Mungkin cukup buat sekali pakai.
ID-CTX-B-0521	Kalau nggak cukup, repot juga 😭
ID-CTX-B-0522	Nanti aku cek begitu selesai di sini.
ID-CTX-B-0523	Mau kubelikan cadangan sekalian?
ID-CTX-B-0524	Belum usah. Aku belum tahu perlu berapa.
ID-CTX-B-0525	Aku kabari setelah lihat botolnya.
ID-CTX-B-0526	Sip, aku tunggu kabarmu.
ID-CTX-B-0527	Dan botol lamanya tolong jangan dibuang.
ID-CTX-B-0528	Iya, masih di dekat wastafel.
