message_id	message_text
ID-CTX-B-1525	Eh, biskuit yang di tas kain masih ada?
ID-CTX-B-1526	Aku ingat taruh pagi tadi.
ID-CTX-B-1527	Tas yang kamu bawa keluar?
ID-CTX-B-1528	Iya. Yang di kursi, bukan koper.
ID-CTX-B-1529	Bentar, aku cek.
ID-CTX-B-1530	Kalau nggak ketemu, besok saja.
ID-CTX-B-1531	Saku depannya kosong.
ID-CTX-B-1532	Oh, ada di saku dalam.
ID-CTX-B-1533	Plastiknya sobek sedikit 😅
ID-CTX-B-1534	Masih bisa dimakan?
ID-CTX-B-1535	Bisa, cuma remahnya berantakan.
ID-CTX-B-1536	Aku ambil piring dulu.
ID-CTX-B-1537	Eh, ada daftar belanja juga.
ID-CTX-B-1538	Kertas kecil yang kemarin kucari.
ID-CTX-B-1539	Daftar yang kamu tulis tangan?
ID-CTX-B-1540	Iya. Terselip di saku luar.
ID-CTX-B-3228	Toples yang kemarin masih di kamu?
ID-CTX-B-3229	Yang tutup biru.
ID-CTX-B-3230	Di rak dapur kayaknya. Kenapa?
ID-CTX-B-3231	Mau ambil isinya, lupa kutinggal di mana 😅
ID-CTX-B-3232	Bentar, kulihat.
ID-CTX-B-3233	Jangan buru-buru. Aku masih di jalan.
ID-CTX-B-3234	Tutupnya agak susah dibuka, jangan dipaksa ya.
ID-CTX-B-3235	Nanti sekalian aku yang buka.
ID-CTX-B-3236	Eh, sinyal mulai jelek.
ID-CTX-B-3237	Masih masuk?
ID-CTX-B-3238	Yang kuingat ada label kecil di samping.
ID-CTX-B-3239	Masuk. Aku lihat dua toples di rak.
ID-CTX-B-3240	Yang pendek, bukan yang tinggi.
ID-CTX-B-3241	Oh, ketemu. Tutup biru agak lecet?
ID-CTX-B-3242	Itu. Simpan di situ dulu, aku ambil besok.
ID-CTX-B-1617	Air mineral yang di mobil jangan diminum dulu ya.
ID-CTX-B-1618	Kenapa, punya orang?
ID-CTX-B-1619	Titipan Reza. Katanya nanti dijemput.
ID-CTX-B-1620	Aku lupa bilang sejak pagi.
ID-CTX-B-1621	Oke, masih utuh kok.
ID-CTX-B-1622	Botol yang kecil juga?
ID-CTX-B-1623	Ada dua. Dua-duanya belum kubuka.
ID-CTX-B-1624	Nah, itu. Taruh aja di situ dulu.
ID-CTX-B-1625	Tapi mobilmu kena matahari nggak?
ID-CTX-B-1626	Tadi parkir di bawah pohon, tenang.
ID-CTX-B-1627	Aku tanya dia mau ambil jam berapa.
ID-CTX-B-1628	Kalau lama, kupindah ke tempat teduh.
ID-CTX-B-1629	Boleh. Jangan ditinggal di jok depan.
ID-CTX-B-1630	Sudah kupindah ke belakang.
ID-CTX-B-1631	Reza baru balas?
ID-CTX-B-1632	Belum. HP-nya mungkin masih diam.
ID-CTX-B-1633	Ya udah. Nanti kalau dia chat, kubilang lokasinya.
ID-CTX-B-1484	Piring yang ada di rak atas punya siapa?
ID-CTX-B-1485	Yang putih pinggirnya biru?
ID-CTX-B-1486	Iya. Mau kupakai tapi ada noda.
ID-CTX-B-1487	Jangan dipakai dulu kalau belum dicuci.
ID-CTX-B-1488	Bukan punyaku. Coba tanya Dini.
ID-CTX-B-1489	Aku sudah kirim, dia belum baca.
ID-CTX-B-1490	Simpan lagi saja. Ada piring lain?
ID-CTX-B-1491	Ada mangkuk kaca.
ID-CTX-B-1492	Bisa pakai itu dulu. Kamu mau makan apa?
ID-CTX-B-1493	Roti sama buah, nggak perlu piring juga sih 😅
ID-CTX-B-1494	Aku keburu ambil yang paling atas.
ID-CTX-B-1495	Nah, taruh kembali. Hati-hati jatuh.
ID-CTX-B-1496	Sudah. Mangkuknya ternyata di belakang gelas.
ID-CTX-B-1497	Ketemu berarti.
ID-CTX-B-1498	Dini balas. Piring itu punyanya, nanti dia cuci.
ID-CTX-B-1499	Oke. Jangan lupa bilang tadi kamu pindahkan.
ID-CTX-B-1500	Sudah kubilang. Dia cuma balas jempol.
ID-CTX-B-1591	Senter kecilku nggak di laci.
ID-CTX-B-1592	Tadi pagi masih ada, aku yakin.
ID-CTX-B-1593	Yang bodinya kuning?
ID-CTX-B-1594	Iya. Mau kupakai lihat belakang rak.
ID-CTX-B-1595	Bentar, aku cek tas.
ID-CTX-B-1596	Kalau nggak ada, pakai lampu HP dulu.
ID-CTX-B-1597	HP-ku tinggal sedikit. Makanya cari senter.
ID-CTX-B-1598	Oh ketemu, di kantong tas kecil.
ID-CTX-B-1599	Nggak nyala pula.
ID-CTX-B-1600	Cek baterainya dulu.
ID-CTX-B-1601	Sebentar, aku salah pasang arah.
ID-CTX-B-1602	Nah, sudah. Terang lagi.
ID-CTX-B-1603	Belakang rak itu ada apa?
ID-CTX-B-1604	Kunci kecil jatuh waktu kuangkat map.
ID-CTX-B-1605	Sudah kelihatan?
