message_id	message_text
ID-CTX-B-2829	Kayaknya jaket tipis yang kemarin ketinggalan di sini.
ID-CTX-B-2830	Yang warna abu?
ID-CTX-B-2831	Iya. Aku kira punya Dini, tapi ukurannya beda.
ID-CTX-B-2832	Ada namamu di bagian dalam nggak?
ID-CTX-B-2833	Sebentar, aku lupa pernah nulis nama di situ.
ID-CTX-B-2834	Nggak ada tulisan. Cuma label merek.
ID-CTX-B-2835	Aku foto dulu.
ID-CTX-B-2836	Eh ternyata di sakunya ada karcis parkir lama 😅
ID-CTX-B-2837	Kalau begitu kemungkinan punyaku. Jangan dibuang ya.
ID-CTX-B-2838	Siapa juga yang mau buang jaket.
ID-CTX-B-2839	Nanti kalau ketemu aku bawain.
ID-CTX-B-2840	Tapi aku nggak bisa keluar pagi ini.
ID-CTX-B-2841	Santai, bukan mau kupakai sekarang.
ID-CTX-B-2842	Oke. Aku taruh di kursi dulu biar nggak lupa.
ID-CTX-B-2843	Jangan di dekat jendela, tadi sempat hujan.
ID-CTX-B-0993	Termos kecil itu masih kamu simpan?
ID-CTX-B-0994	Yang tutupnya biru?
ID-CTX-B-0995	Iya. Kemarin belum sempat kubersihin.
ID-CTX-B-0996	Baunya agak aneh waktu kubuka tadi.
ID-CTX-B-0997	Airnya sudah dibuang, kan?
ID-CTX-B-0998	Sudah. Tutupnya masih lengket sedikit.
ID-CTX-B-0999	Coba rendam bagian tutupnya saja dulu.
ID-CTX-B-1000	Aku cari sikat kecilnya bentar.
ID-CTX-B-1001	Jangan pakai yang di dekat wastafel, bulunya rontok.
ID-CTX-B-1002	Oh iya, untung bilang 😭
ID-CTX-B-1003	Ketemu sikat gigi bekas yang buat bersih-bersih.
ID-CTX-B-1004	Itu boleh. Aku tadi pakai buat pinggir botol.
ID-CTX-B-1005	Sekarang tutupnya sudah lumayan bersih.
ID-CTX-B-1006	Keringin terbuka dulu sebelum dipasang.
ID-CTX-B-1007	Iya, kalau ditutup langsung nanti bau lagi.
ID-CTX-B-1008	Tolong jangan dibuang, aku masih pakai itu.
ID-CTX-B-1009	Nggak, kutaruh di rak setelah kering.
ID-CTX-B-3117	Jaket tipis yang kemarin ada di kamu?
ID-CTX-B-3118	Nggak. Coba lihat di kursi dekat pintu.
ID-CTX-B-3119	Kursinya kosong.
ID-CTX-B-3120	Aku cari di kamar dulu.
ID-CTX-B-3121	Sebentar, kayaknya kupindah pas beresin tas.
ID-CTX-B-3122	Kalau nggak ada, cek belakang sandaran kursi.
ID-CTX-B-3123	Oh, ketemu ujung lengannya.
ID-CTX-B-3124	Nyelip di bawah tas kain ternyata.
ID-CTX-B-3125	Dari tadi aku cari di lemari 😅
ID-CTX-B-3126	Pantes. Sudah aman berarti.
ID-CTX-B-3127	Ish, jangan diketawain terus.
ID-CTX-B-3128	Kutaruh di gantungan dulu biar kelihatan.
ID-CTX-B-3129	Eh, ini yang lengan kirinya agak sobek kan?
ID-CTX-B-3130	Iya, yang itu. Jangan ditarik bagian sobeknya.
ID-CTX-B-2753	Map beningnya kusut di ujung.
ID-CTX-B-2754	Isinya kena air juga?
ID-CTX-B-2755	Belum kubuka semua. Tadi cuma lihat dari luar.
ID-CTX-B-2756	Ada sedikit bekas lembap di sisi bawah.
ID-CTX-B-2757	Taruh dulu di meja, jangan dilipat.
ID-CTX-B-2758	Iya. Aku pisahin dari barang lain.
ID-CTX-B-2759	Kertas paling depan agak menempel.
ID-CTX-B-2760	Eh bisa lepas pelan-pelan, untung belum kering.
ID-CTX-B-2761	Bagus. Kalau ada yang basah, angin-anginin dulu.
ID-CTX-B-2762	Cuma satu lembar yang kena.
ID-CTX-B-2763	Aku balik sisinya biar nggak nempel lagi.
ID-CTX-B-2764	Mapnya sendiri masih bisa dipakai kayaknya.
ID-CTX-B-2765	Lembarnya kebaca?
ID-CTX-B-2766	Masih. Tulisannya nggak luntur.
ID-CTX-B-2767	Aku taruh di atas handuk sebentar.
ID-CTX-B-2768	Oke, nanti cek lagi sebelum dimasukin map.
ID-CTX-B-2568	Aku nemu senter kecil di laci.
ID-CTX-B-2569	Yang warna hitam itu?
ID-CTX-B-2570	Iya, tapi aku nggak tahu baterainya masih ada.
ID-CTX-B-2571	Tombolnya agak keras kalau ditekan.
ID-CTX-B-2572	Coba sekali saja, jangan dipaksa.
ID-CTX-B-2573	Nyala. Redup banget sih.
ID-CTX-B-2574	Nanti perlu baterai baru berarti.
ID-CTX-B-2575	Ada dua baterai cadangan di kotak meja.
ID-CTX-B-2576	Aku lihat nanti. Lagi buru-buru mandi.
ID-CTX-B-2577	Ya sudah, taruh dulu di tempat yang kelihatan.
ID-CTX-B-2578	Di samping gelas, tapi jangan ketuker barang orang.
ID-CTX-B-2579	Eh, baterai kotaknya ukuran kecil kan?
ID-CTX-B-2580	Kayaknya AAA. Lihat tulisan di dalam senter dulu.
ID-CTX-B-2581	Nanti kucek habis mandi.
ID-CTX-B-2582	Oke, kabari kalau nggak cocok.
