message_id	message_text
ID-CTX-B-2003	Alarm HP-ku tadi nggak bunyi.
ID-CTX-B-2004	Volume alarmnya mati?
ID-CTX-B-2005	Volume media kencang, tapi alarm nol.
ID-CTX-B-2006	Pantes aku baru bangun pas matahari sudah tinggi.
ID-CTX-B-2007	Tunggu, ada telepon masuk.
ID-CTX-B-2008	Nanti lanjut, aku jawab dulu.
ID-CTX-B-2009	Iya. Coba tes alarm setelahnya.
ID-CTX-B-2010	Sudah selesai teleponnya.
ID-CTX-B-2011	Aku pasang alarm buat lima menit lagi.
ID-CTX-B-2012	Pastikan mode senyapnya nggak menahan alarm.
ID-CTX-B-2013	Tadi bunyi, akhirnya.
ID-CTX-B-2014	Kunaikin volumenya sedikit biar besok aman.
ID-CTX-B-2015	Eh orang tadi nelepon lagi. Aku jawab dulu.
ID-CTX-B-2732	Gula sachet yang sisa kemarin kamu lihat?
ID-CTX-B-2733	Kayaknya masih ada di kotak teh.
ID-CTX-B-2734	Aku buka kotaknya, isinya cuma sendok.
ID-CTX-B-2735	Mungkin jatuh di belakangnya.
ID-CTX-B-2736	Bentar, kuangkat kotaknya.
ID-CTX-B-2737	Cek juga sebelah cangkir.
ID-CTX-B-2738	Oh iya, ada dua nyelip di sana.
ID-CTX-B-2739	Cukup buat kopi pagi ini.
ID-CTX-B-2740	Besok aku beli satu bungkus lagi.
ID-CTX-B-2302	Roti tawarnya bagian pinggir agak berjamur kayaknya.
ID-CTX-B-2303	Di bungkus yang baru dibuka itu?
ID-CTX-B-2304	Iya. Cuma satu sudut, tapi aku ragu.
ID-CTX-B-2305	Tanggalnya masih besok padahal.
ID-CTX-B-2306	Jangan dimakan kalau ada jamur, buang saja.
ID-CTX-B-2307	Ya, kupisahin dulu dari yang lain.
ID-CTX-B-2308	Nggak usah kupakai buat sarapan.
ID-CTX-B-2309	Eh, ternyata bercaknya di plastik luar.
ID-CTX-B-2310	Lihat baik-baik dulu, jangan dicicip buat tes.
ID-CTX-B-2311	Aku buka di tempat terang.
ID-CTX-B-2312	Roti paling atas bersih, tapi bagian bawah lembap.
ID-CTX-B-2313	Aku nggak mau ambil risiko.
ID-CTX-B-2314	Setuju. Ada makanan lain?
ID-CTX-B-2315	Ada telur. Aku masak itu saja.
ID-CTX-B-2316	Rotinya kubuang, plastiknya kubersihin.
ID-CTX-B-2701	Kantong zip yang kamu kasih kemarin ternyata bocor.
ID-CTX-B-2702	Baru sadar setelah kertas di dalamnya lembap.
ID-CTX-B-2703	Bocor di bagian penutup?
ID-CTX-B-2704	Bukan, ada lubang kecil di sudut.
ID-CTX-B-2705	Kertasnya masih bisa dibaca?
ID-CTX-B-2706	Masih. Aku keluarkan dulu biar kering.
ID-CTX-B-2707	Aku jadi ingat masih ada kantong cadangan.
ID-CTX-B-2708	Tunggu, kucari di tas satunya.
ID-CTX-B-2709	Ketemu, tapi ukurannya terlalu kecil.
ID-CTX-B-2710	Kalau kertasnya dilipat sekali bisa masuk.
ID-CTX-B-2711	Jangan dulu, ada tulisan di lipatan itu.
ID-CTX-B-2712	Kalau begitu pakai map biasa saja.
ID-CTX-B-2713	Mapnya juga mulai basah 😭
ID-CTX-B-2714	Ada lap bersih? Keringkan mejanya dulu.
ID-CTX-B-2715	Sudah. Kertasnya kutaruh di atas handuk.
ID-CTX-B-2716	Kantong baru bisa kubeli nanti sore.
ID-CTX-B-2717	Iya. Untuk sekarang jangan ditutup rapat dulu.
ID-CTX-B-2338	Gelas bening di meja itu retak halus.
ID-CTX-B-2339	Retaknya dekat bibir gelas?
ID-CTX-B-2340	Di bawah pegangan, baru kelihatan kalau kena cahaya.
ID-CTX-B-2341	Aku pisahin supaya nggak dipakai orang.
ID-CTX-B-2342	Bagus. Jangan isi air panas lagi.
ID-CTX-B-2343	Tadi nyaris kupakai buat teh.
ID-CTX-B-2344	Kamu sendiri sudah makan?
ID-CTX-B-2345	Sudah. Tadi cuma bubur, tapi cukup.
ID-CTX-B-2346	Oke, nanti gelasnya kubungkus sebelum dibuang.
ID-CTX-B-2604	Aku ambil tisu basah satu dari tasmu, boleh?
ID-CTX-B-2605	Boleh. Ada di kantong depan.
ID-CTX-B-2606	Tadi kena tinta di jari.
ID-CTX-B-2607	Cukup sekali usap harusnya.
ID-CTX-B-2608	Sebentar, ada yang manggil dari luar.
ID-CTX-B-2609	Aku balik lagi nanti, tasnya kututup.
ID-CTX-B-2610	Iya, hati-hati tintanya jangan kena baju.
ID-CTX-B-2611	Sudah balik. Ternyata belum hilang semua.
ID-CTX-B-2612	Aku pakai sabun saja, tisunya kusimpan.
