conversation_id	timestamp	sender_id	message_text
KONV-DST-REZA-0701-TEKA	2026-07-01T10:14:07+07:00	AKT-REZA	Aku membaca teka-teki: 'Apa yang selalu datang tapi nggak tiba?'
KONV-DST-REZA-0701-TEKA	2026-07-01T10:17:20+07:00	AKT-RAKA	Besok. Itu sudah lama banget.
KONV-DST-REZA-0701-TEKA	2026-07-01T10:19:33+07:00	AKT-REZA	Aku baru mau kasih petunjuk, kamu langsung jawab.
KONV-DST-REZA-0701-TEKA	2026-07-01T10:23:46+07:00	AKT-RAKA	Maaf, otakku keburu jalan.
KONV-DST-REZA-0701-TEKA	2026-07-01T10:29:10+07:00	AKT-REZA	Aku punya satu lagi, tapi nggak akan kukirim sekarang.
KONV-DST-REZA-0701-TEKA	2026-07-01T10:30:23+07:00	AKT-RAKA	Kenapa?
KONV-DST-REZA-0701-TEKA	2026-07-01T10:35:36+07:00	AKT-REZA	Biar kamu menunggu sesuatu yang belum tiba.
KONV-DST-REZA-0701-TEKA	2026-07-01T10:37:00+07:00	AKT-RAKA	Sekarang kamu pakai jawabanku buat ngerjain aku.
KONV-DST-REZA-0701-TEKA	2026-07-01T10:44:13+07:00	AKT-REZA	Iya, itu balasan resmi.
KONV-DST-REZA-0701-TEKA	2026-07-01T10:47:26+07:00	AKT-RAKA	Aku terima kekalahan.
KONV-DST-DINI-0704-SENDOK	2026-07-04T18:18:07+07:00	AKT-DINI	Sendok dari warung ini bentuknya kayak sekop mini.
KONV-DST-DINI-0704-SENDOK	2026-07-04T18:21:20+07:00	AKT-RAKA	Sendok plastik biasa?
KONV-DST-DINI-0704-SENDOK	2026-07-04T18:23:33+07:00	AKT-DINI	Ujungnya lebar, gagangnya pendek sekali.
KONV-DST-DINI-0704-SENDOK	2026-07-04T18:27:46+07:00	AKT-RAKA	Mungkin buat es krim, bukan nasi.
KONV-DST-DINI-0704-SENDOK	2026-07-04T18:33:10+07:00	AKT-DINI	Mereka kasih untuk sup. Aku hampir menumpahkan semuanya.
KONV-DST-DINI-0704-SENDOK	2026-07-04T18:34:23+07:00	AKT-RAKA	Pakai sendok lain kalau ada.
KONV-DST-DINI-0704-SENDOK	2026-07-04T18:39:36+07:00	AKT-DINI	Ada, yang ini kusimpan buat foto dulu.
KONV-DST-DINI-0704-SENDOK	2026-07-04T18:41:00+07:00	AKT-RAKA	Jangan sampai koleksi alat makan aneh memenuhi tas.
KONV-DST-DINI-0704-SENDOK	2026-07-04T18:48:13+07:00	AKT-DINI	Baru satu. Aku belum buka museum.
KONV-DST-DINI-0704-SENDOK	2026-07-04T18:51:26+07:00	AKT-RAKA	Judul museumnya 'sekop kuah'.
KONV-DST-CACA-0707-NAMAJALAN	2026-07-07T17:26:07+07:00	AKT-CACA	Nama jalan di papan tadi tertutup dahan, terbaca 'Jalan Kucing'.
KONV-DST-CACA-0707-NAMAJALAN	2026-07-07T17:29:20+07:00	AKT-RAKA	Aslinya apa?
KONV-DST-CACA-0707-NAMAJALAN	2026-07-07T17:31:33+07:00	AKT-CACA	Jalan Kencana. Cuma tiga huruf di tengah tertutup.
KONV-DST-CACA-0707-NAMAJALAN	2026-07-07T17:35:46+07:00	AKT-RAKA	Kok bisa jadi kucing?
KONV-DST-CACA-0707-NAMAJALAN	2026-07-07T17:41:10+07:00	AKT-CACA	Otakku yang melengkapi sendiri.
KONV-DST-CACA-0707-NAMAJALAN	2026-07-07T17:42:23+07:00	AKT-RAKA	Kalau benar Jalan Kucing, kamu pasti foto.
KONV-DST-CACA-0707-NAMAJALAN	2026-07-07T17:47:36+07:00	AKT-CACA	Pasti. Apalagi ada kucing lewat di situ.
KONV-DST-CACA-0707-NAMAJALAN	2026-07-07T17:49:00+07:00	AKT-RAKA	Kucingnya ikut menandai jalan?
KONV-DST-CACA-0707-NAMAJALAN	2026-07-07T17:56:13+07:00	AKT-CACA	Dia malah tidur di bawah motor, nggak peduli papan.
KONV-DST-CACA-0707-NAMAJALAN	2026-07-07T17:59:26+07:00	AKT-RAKA	Lebih bijak dari kita berdua.
KONV-DST-REZA-0710-EMOT	2026-07-10T16:37:07+07:00	AKT-REZA	Aku akhirnya berani buka grup yang kemarin kutinggal.
KONV-DST-REZA-0710-EMOT	2026-07-10T16:40:20+07:00	AKT-RAKA	Yang salah kirim emot jempol itu?
KONV-DST-REZA-0710-EMOT	2026-07-10T16:42:33+07:00	AKT-REZA	Iya. Mereka sudah ganti topik.
KONV-DST-REZA-0710-EMOT	2026-07-10T16:46:46+07:00	AKT-RAKA	Aman berarti.
KONV-DST-REZA-0710-EMOT	2026-07-10T16:52:10+07:00	AKT-REZA	Nggak juga, satu orang menulis 'si jempol datang'.
KONV-DST-REZA-0710-EMOT	2026-07-10T16:53:23+07:00	AKT-RAKA	Kamu balas apa?
KONV-DST-REZA-0710-EMOT	2026-07-10T16:58:36+07:00	AKT-REZA	Aku kirim emot tangan melambai. Sekarang jadi dua tangan.
KONV-DST-REZA-0710-EMOT	2026-07-10T17:00:00+07:00	AKT-RAKA	Lain kali pakai teks biasa.
KONV-DST-REZA-0710-EMOT	2026-07-10T17:07:13+07:00	AKT-REZA	Iya. Jari-jariku jangan dikasih kekuasaan lagi.
KONV-DST-REZA-0710-EMOT	2026-07-10T17:10:26+07:00	AKT-RAKA	Itu nasihat paling masuk akal dari kejadian ini.
KONV-DST-BAGAS-0714-KOPI	2026-07-14T16:54:07+07:00	AKT-BAGAS	Di cangkirku ada gambar kumis. Dari jauh kayak noda.
KONV-DST-BAGAS-0714-KOPI	2026-07-14T16:57:20+07:00	AKT-RAKA	Kamu sempat gosok?
KONV-DST-BAGAS-0714-KOPI	2026-07-14T16:59:33+07:00	AKT-BAGAS	Sudah. Kukira bekas kopi yang kering.
KONV-DST-BAGAS-0714-KOPI	2026-07-14T17:03:46+07:00	AKT-RAKA	Kumisnya jadi hilang?
KONV-DST-BAGAS-0714-KOPI	2026-07-14T17:09:10+07:00	AKT-BAGAS	Nggak. Gambarnya kuat, untung.
KONV-DST-BAGAS-0714-KOPI	2026-07-14T17:10:23+07:00	AKT-RAKA	Kasihan pemilik cangkir kalau kamu berhasil menghapus.
KONV-DST-BAGAS-0714-KOPI	2026-07-14T17:15:36+07:00	AKT-BAGAS	Aku sempat malu lihat orang lain minum dari seri yang sama.
KONV-DST-BAGAS-0714-KOPI	2026-07-14T17:17:00+07:00	AKT-RAKA	Dia punya gambar apa?
KONV-DST-BAGAS-0714-KOPI	2026-07-14T17:24:13+07:00	AKT-BAGAS	Alis. Sekarang aku cari pasangan cangkir hidung.
