conversation_id	timestamp	sender_id	message_text
KONV-GAL-R025	2026-07-01T11:29:17+07:00	AKT-RAKA	Aku lagi jalan, chat kalau ada yang kurang jelas.
KONV-GAL-R025	2026-07-01T11:31:49+07:00	AKT-TD-1506	Yang kurang justru data akunnya. Nanti kukirim pertanyaannya.
KONV-GAL-R025	2026-07-01T11:35:18+07:00	AKT-TD-1506	Aku buka formulirnya dulu, tunggu sebentar.
KONV-GAL-R025	2026-07-01T11:46:42+07:00	AKT-TD-1506	Oke, kita bahas kalau kamu sudah dekat.
KONV-GAL-R029	2026-07-02T19:48:11+07:00	AKT-TANIA	Kartu kamarnya tadi kamu bawa atau kutaruh di meja?
KONV-GAL-R029	2026-07-02T19:51:28+07:00	AKT-RAKA	Aku belum pegang kartunya. Coba cek dekat tas.
KONV-GAL-R029	2026-07-02T19:53:07+07:00	AKT-TANIA	Ketemu di bawah kertas. Aku kira sudah kebawa.
KONV-GAL-R029	2026-07-02T19:58:19+07:00	AKT-TANIA	Aku perlu tahu sebelum turun, barang masih di sini.
KONV-GAL-R029	2026-07-02T20:03:46+07:00	AKT-TANIA	Oke, aku tunggu kabar kamar yang baru dulu.
KONV-GAL-R030	2026-07-02T23:15:34+07:00	AKT-TANIA	Dia tadi nanya banyak, tapi akhirnya nggak jelas.
KONV-GAL-R030	2026-07-02T23:17:51+07:00	AKT-RAKA	Sudah pergi dari situ?
KONV-GAL-R030	2026-07-02T23:19:08+07:00	AKT-TANIA	Iya. Aku capek jelasin hal yang sama.
KONV-GAL-R030	2026-07-02T23:23:37+07:00	AKT-TANIA	Aku taruh HP ngecas dulu. Baterainya mau habis.
KONV-GAL-R030	2026-07-02T23:27:18+07:00	AKT-TANIA	Kalau ada kabar baru, ketuk chat ini ya.
KONV-GAL-R031	2026-07-03T01:01:26+07:00	AKT-TANIA	Tautan yang lama masih muncul di HP-ku.
KONV-GAL-R031	2026-07-03T01:04:43+07:00	AKT-RAKA	Tunggu, aku lihat dari sini.
KONV-GAL-R031	2026-07-03T01:10:18+07:00	AKT-TANIA	Kalau sudah, mungkin tampilannya belum ikut diperbarui.
KONV-GAL-R031	2026-07-03T01:13:47+07:00	AKT-TANIA	Aku coba buka ulang aplikasinya sekarang.
KONV-GAL-R031	2026-07-03T01:17:09+07:00	AKT-TANIA	Nah, yang baru akhirnya muncul.
KONV-GAL-R036	2026-07-03T22:23:11+07:00	AKT-TANIA	Suara di lorong ramai, tadi aku salah dengar nomor kamarnya.
KONV-GAL-R036	2026-07-03T22:25:48+07:00	AKT-RAKA	Cek sekali lagi sebelum masuk.
