message_id	message_text
ID-CTX-B-1171	Air mineral yang di meja masih boleh diminum?
ID-CTX-B-1172	Yang botolnya sudah kebuka? Itu punya aku.
ID-CTX-B-1173	Oh, kirain belum dibuka. Aku ambil gelas aja.
ID-CTX-B-1174	Tadi aku haus banget habis naik tangga.
ID-CTX-B-1175	Minum dulu. Di rak masih ada botol utuh.
ID-CTX-B-1176	Eh iya, baru kelihatan.
ID-CTX-B-1177	Sudah dapat. Gelasnya kupakai satu.
ID-CTX-B-1178	Botol sisanya kutaruh dekat kulkas.
ID-CTX-B-1179	Oke, nanti biar kuambil.
ID-CTX-B-1180	Aku keluar sebentar, pintunya kututup.
ID-CTX-B-1181	Tunggu, tutup botolnya jatuh di lantai.
ID-CTX-B-1182	Ambil saja, jangan sampai kesenggol kaki.
ID-CTX-B-1183	Sudah. Aku jalan sekarang.
ID-CTX-B-2086	Aku perlu kartu akses buat masuk sebentar.
ID-CTX-B-2087	Ada di saku depan tas. Ambil aja.
ID-CTX-B-2088	Oke, ketemu.
ID-CTX-B-2089	Habis lewat pintu kutaruh lagi di situ.
ID-CTX-B-2090	Eh, ada yang manggil dari belakang.
ID-CTX-B-2091	Aku jawab dulu, belum sampai pintu.
ID-CTX-B-2092	Iya, nggak buru-buru. Kabari kalau macet.
ID-CTX-B-2093	Sudah lewat. Kartunya aman di saku tas.
ID-CTX-B-2094	Tadi lampunya sempat merah, tapi percobaan kedua bisa.
ID-CTX-B-2844	Kipas meja yang kecil bunyinya berisik tadi.
ID-CTX-B-2845	Bunyi dari baling-balingnya?
ID-CTX-B-2846	Kayak ada plastik nyangkut.
ID-CTX-B-2847	Eh, ternyata kabelnya menyentuh kisi belakang 😭
ID-CTX-B-2848	Cabut listriknya dulu kalau mau geser.
ID-CTX-B-2849	Sudah. Kabelnya kujauhkan, sekarang diam.
ID-CTX-B-2850	Untung belum sempat kubongkar kipasnya.
ID-CTX-B-0946	Nota biru kemarin kupinjam buat cek jumlahnya.
ID-CTX-B-0947	Yang di bawah buku catatan?
ID-CTX-B-0948	Iya, cuma mau cocokkan angkanya.
ID-CTX-B-0949	Ada satu baris yang tulisannya pudar.
ID-CTX-B-0950	Kalau susah dibaca, jangan ditebak.
ID-CTX-B-0951	Tenang, aku lihat dari foto yang kusimpan.
ID-CTX-B-0952	Ternyata angka terakhirnya tujuh.
ID-CTX-B-0953	Notanya kutaruh kembali di bawah buku.
ID-CTX-B-0954	Sip. Fotonya masih jelas berarti.
ID-CTX-B-0955	Aku keluar dulu, nanti lanjut kalau ada selisih.
ID-CTX-B-0956	Eh, sudut notanya agak terlipat.
ID-CTX-B-0957	Nggak apa-apa, asal tulisannya aman.
ID-CTX-B-0958	Aman. Aku ratain pelan-pelan.
