message_id	message_text
ID-CTX-B-2416	Kamu cari nasi nanti. Aku juga belum makan.
ID-DST-1273	Tadi aku lihat burung kecil berteduh dekat pagar.
ID-DST-1274	Bulu-bulunya basah?
ID-DST-1275	Sedikit. Dia diam saja di bawah daun.
ID-DST-1276	Masih bisa terbang?
ID-DST-1277	Kayaknya bisa, tadi loncat ke dahan rendah.
ID-DST-1278	Aku nggak mau mendekat, takut dia kaget.
ID-DST-1279	Hujannya juga sudah reda.
ID-DST-1280	Eh, sekarang dia pindah ke atas pagar.
ID-DST-1281	Nah, berarti nggak apa-apa.
ID-DST-1282	Iya, sayapnya kelihatan utuh.
ID-DST-1283	Biarkan dia cari tempat kering sendiri.
ID-DST-1284	Aku masuk lagi. Kantong zipnya sudah kusimpan.
ID-CTX-A-2575	Handuk kecil yang tadi kupakai angkat barang di mana?
ID-CTX-A-2576	Cek kantong depan tasmu dulu.
ID-CTX-A-2577	Nggak ada di situ. Aku lihat sekitar meja.
ID-CTX-A-2578	Oh, pantas nggak kelihatan. Ada di belakang tas.
ID-CTX-A-2579	Kalau mau dibawa, lipat biar nggak jatuh lagi.
ID-CTX-A-2580	Sudah kumasukkan ke tas.
ID-CTX-A-2581	Aku keluar sebentar, handuknya ikut kubawa.
ID-CTX-A-2582	Oke, jangan buru-buru.
ID-CTX-A-2583	Iya, aku jalan pelan.
