message_id	message_text
ID-DST-1020	Lagu yang diputar warung tadi kedengaran lagi dari seberang.
ID-DST-1021	Yang kamu bilang mirip lagu lama itu?
ID-DST-1022	Iya. Aku masih nggak ingat judulnya.
ID-DST-1023	Reff-nya masuk kepala terus, padahal baru dengar sebentar.
ID-DST-1024	Coba rekam sedikit kalau lewat situ lagi.
ID-DST-1025	Jangan sampai aku dikira ngerekam orang makan 😭
ID-DST-1026	Tunggu, sekarang lagunya sudah ganti.
ID-DST-1027	Eh, nada yang tadi muncul lagi pas aku keluar warung.
ID-DST-1028	Kamu yakin itu lagu yang sama?
ID-DST-1029	Yakin. Cuma aku telat buka perekam.
ID-DST-1030	Kalau tebakanmu cepat, jangan cari di internet dulu 😏
ID-DST-1031	Ah, aku sudah jawab sebelum kamu kasih petunjuk.
ID-DST-0832	Foto langit tadi lucu, awannya mirip buah penyok.
ID-DST-0833	Buah apa? Aku cuma lihat awan gelap.
ID-DST-0834	Kayak jeruk yang ketekan di ujungnya 😭
ID-DST-0835	Aku jadi ingat buah yang kubeli tadi.
ID-DST-0836	Kalau bentuknya mirip awan itu, aku paham kenapa kamu ketawa.
ID-DST-0837	Penjualnya bilang buah itu manis sekali.
ID-DST-0471	Kucoba sepotong. Ternyata nggak seperti katanya.
ID-DST-0838	Foto langitnya nanti kukirim. Tanganku masih lengket.
ID-DST-0839	Asam banget? Kirain warnanya sudah matang.
ID-DST-0840	Aku yang dapat potongan asamnya, sial 😂
ID-DST-0841	Bagas malah minta tambah setelah mencoba sedikit.
ID-DST-0842	Kalau dia suka, kasih sisanya saja.
ID-DST-0843	Terlambat, tangannya lebih cepat dari jawabanku.
ID-DST-0844	Aku tetap dapat foto langit, dia dapat buahnya.
