id;conversation_id;num_characters;relative_time_seconds;message_type;responds_to_id;array_emojis;interrogative;exclamatory;sender_hash;mentioned_phones_hash;message_content
1;994;11-50;0.0;text;;[];False;False;ae9d443b776ccba1;[];series itu endingnya zonk bgt
2;994;11-50;4.0;text;;[];False;False;ae9d443b776ccba1;[];album baru dia enak banget
3;994;11-50;8.0;text;;[];False;False;8463dfc162e0f558;[];gym hari ini skip deh
4;994;51-100;68.0;text;;['🤦🏻\u200d♀'];False;False;e08d9b9a075266cc;[];GW BARU DAPET INFO BEASISWA BUAT SEMESTER DEPAN MAU COBA DAFTAR DEH
5;994;11-50;68.0;text;;[];False;False;182dce58ed181f30;[];gym hari ni skip deh
6;994;51-100;77.0;text;;[];False;False;51f5618c1f270b32;[];dosen killer itu ternyata baik banget orangnya kalo diajak ngobrol santai
7;994;51-100;77.0;text;;[];True;False;e08d9b9a075266cc;[];KIRA KIRA KALO GW APPLY MAGANG SEKARANG MASIH KEBURU GA YA?
8;994;11-50;81.0;text;;[];False;False;ae9d443b776ccba1;[];game baru udah download belum
9;994;51-100;84.0;text;;[];True;False;8463dfc162e0f558;[];kira kira kalo gw apply magang sekarang masih keburu ga ya?
10;994;1-10;92.0;text;;[];False;False;182dce58ed181f30;[];hoki
11;994;11-50;99.0;text;;[];False;False;51f5618c1f270b32;[];badminton yuk sore ini,,,
12;994;11-50;115.0;text;;[];False;False;ae9d443b776ccba1;[];album baru dia enak banget
13;994;11-50;125.0;text;;[];True;False;51f5618c1f270b32;[];ada sinyal ga disitu?
14;994;0;130.0;sticker/webp;;[];False;False;ae9d443b776ccba1;[];[Stiker]
15;994;11-50;133.0;text;;[];False;False;fa60b1111843dab8;[];gym hari ini skip deh
16;994;11-50;137.0;text;;[];False;False;8463dfc162e0f558;[];konser itu mahal banget tiketnya
17;994;11-50;143.0;text;;[];False;False;8463dfc162e0f558;[];gym hari ini skip deh
18;994;51-100;156.0;text;;[];False;False;51f5618c1f270b32;[];gw harus ganti,,, strategi,,, belajar sih soalnya nilai,,, uts kemarin jelek bgt
19;994;11-50;161.0;text;;[];False;False;51f5618c1f270b32;[];gw abis lari,,, pagi,,, tadi
20;994;11-50;162.0;text;;[];False;False;ae9d443b776ccba1;[];series itu endingnya zonk bgt
21;994;11-50;167.0;text;;[];False;False;51f5618c1f270b32;[];pertandingan bola,,, tadi malam,,, gila
22;994;1-10;185.0;text;;[];False;False;ae9d443b776ccba1;[];jir
23;994;11-50;194.0;text;;[];False;False;ae9d443b776ccba1;[];konser itu mahal banget tiketnya
24;994;11-50;199.0;text;;[];False;False;51f5618c1f270b32;[];pertandingan bola tadi malam,,, gila
25;994;11-50;207.0;text;;[];False;False;182dce58ed181f30;[];game baru udah download blm
26;994;11-50;211.0;text;;[];True;False;ae9d443b776ccba1;[];masih bangun ga lu jam segini?
27;994;51-100;225.0;text;;[];False;False;182dce58ed181f30;[];gw hrs ganti strategi belajar sih soalnya nilai uts kemarin jelek bgt
28;994;51-100;225.0;text;;[];False;False;51f5618c1f270b32;[];gw baru,,, dapet info,,, beasiswa buat semester depan mau,,, coba,,, daftar deh,,,
29;994;11-50;227.0;text;;[];False;False;182dce58ed181f30;[];manga terbaru udah keluar loh
30;994;11-50;232.0;text;;[];False;False;182dce58ed181f30;[];konser tu mahal bgt tiketnya
31;994;0;233.0;sticker/webp;;[];False;False;ae9d443b776ccba1;[];[Stiker]
32;994;11-50;253.0;text;;[];False;False;ae9d443b776ccba1;[];konser itu mahal banget tiketnya
33;994;101-500;260.0;text;;[];False;False;0a90677713678442;[];tadi siang gw makannn di warung makan baru deket gerbang belakang kampus. nasi gorengnya lumayan enak dan harganya murahh bangetttt cumaaa 12 ribu udah sama es teh. kayaknyaaaa bakal jadii langganan baru deh soalnya warteg biasaaa gw udahh mulaiii naik harga dan porsinya makin dikit aja
34;994;51-100;265.0;text;;[];False;False;51f5618c1f270b32;[];gw harus ganti strategi belajar sih soalnya nilai,,, uts kemarin,,, jelek bgt
35;994;11-50;273.0;text;;[];False;False;51f5618c1f270b32;[];manga terbaru udah keluar,,, loh
36;994;51-100;275.0;text;;[];False;False;ae9d443b776ccba1;[];gw gagal diet lagi soalnya tadi sore diajak makan bakso sama temen
37;994;11-50;313.0;text;;[];False;False;ae9d443b776ccba1;[];gw abis lari pagi tadi
38;994;11-50;321.0;text;;[];False;False;8463dfc162e0f558;[];konser itu mahal banget tiketnya
39;994;101-500;330.0;text;;[];False;False;51f5618c1f270b32;[];tadi siang gw makan di warung makan baru deket gerbang,,, belakang kampus. nasi gorengnya lumayan,,, enak dan harganya murah banget,,, cuma 12 ribu udah,,, sama es teh. kayaknya bakal jadi langganan baru deh soalnya warteg biasa,,, gw udah mulai naik harga dan porsinya makin,,, dikit aja
40;994;11-50;331.0;text;38.0;[];False;False;ae9d443b776ccba1;[];game baru udah download belum
41;994;11-50;348.0;text;;['😂'];False;False;e08d9b9a075266cc;[];GAME BARU UDAH DOWNLOAD BELUM
42;994;51-100;398.0;text;;[];False;False;51f5618c1f270b32;[];semalam hujan gede banget sampe kosan,,, gw mati lampu semaleman gila
43;994;11-50;422.0;text;;[];False;False;ae9d443b776ccba1;[];futsal besok jadi ga
44;994;51-100;423.0;text;;[];False;False;51f5618c1f270b32;[];gw gagal diet lagi soalnya tadi sore diajak makan bakso,,, sama temen,,,
45;994;11-50;437.0;text;;[];False;False;51f5618c1f270b32;[];pertandingan bola tadi malam gila
46;994;51-100;459.0;text;;[];False;False;51f5618c1f270b32;[];gw harus,,, ganti strategi belajar sih soalnya nilai uts kemarin jelek bgt
47;994;1-10;464.0;text;;[];False;False;51f5618c1f270b32;[];jir
48;994;1-10;479.0;text;;[];False;False;ae9d443b776ccba1;[];jir
49;994;11-50;497.0;text;;[];True;False;ae9d443b776ccba1;[];masih bangun ga lu jam segini?
50;994;1-10;504.0;text;;[];False;False;51f5618c1f270b32;[];ih
51;994;51-100;540.0;text;;[];True;False;ae9d443b776ccba1;[];kira kira kalo gw apply magang sekarang masih keburu ga ya?
52;994;11-50;567.0;text;;[];False;False;ae9d443b776ccba1;[];manga terbaru udah keluar loh
53;994;51-100;622.0;text;;[];False;False;51f5618c1f270b32;[];gw baru dapet,,, info beasiswa buat,,, semester depan mau coba,,, daftar deh,,,
54;994;11-50;636.0;text;;[];False;False;51f5618c1f270b32;[];album baru dia enak banget
55;994;11-50;662.0;text;;[];False;False;51f5618c1f270b32;[];album baru dia enak,,, banget
56;994;11-50;674.0;text;;[];False;False;51f5618c1f270b32;[];gym hari ini skip deh
