id;conversation_id;num_characters;relative_time_seconds;message_type;responds_to_id;array_emojis;interrogative;exclamatory;sender_hash;mentioned_phones_hash;message_content
1;1;11-50;0.0;text;;[];False;False;b7e7e1b0c382aee0;[];charger hp gw rusak lagi
2;1;0;66.0;system;;[];False;False;215fd2206d67e947;[];[Pesan sistem]
3;1;11-50;99.0;text;;['🏆', '⚽', '🎂'];False;True;f0ec28051b67394d;[];GW BANGGA SAMA LU BRO!
4;1;11-50;822.0;text;;['😘'];False;False;b7e7e1b0c382aee0;[];hujan deres ga bawa payung
5;1;0;2092.0;system;;[];False;False;0c856704ab739c6b;[];[Pesan sistem]
6;1;1-10;4504.0;text;;['😁'];False;False;069712dedb31990e;[];ah
7;2;11-50;263045.0;image/jpeg;;[];False;False;f0ec28051b67394d;[];[Foto]
8;2;1-10;267294.0;text;;['🙄'];False;False;721619e0deff64cb;[];bro
9;3;51-100;781717.0;text;;['😉', '😘'];False;False;6b22613b999f90f7;[];dompet gw ilang kemarin di angkott tapi alhamdulillahhh ada yang nemuin
10;3;11-50;781823.0;text;;[];False;False;6b22613b999f90f7;[];indomie telorrr udah cukup kokk
11;3;1-10;781830.0;text;;[];False;False;6b22613b999f90f7;[];ayok
12;3;1-10;782883.0;text;;[];False;False;01fcb3da3cb48cc3;[];woy!!!
13;3;11-50;782883.0;text;;[];False;False;01fcb3da3cb48cc3;[];porsi makan gw nambah terus!!
14;3;11-50;783020.0;text;;['😘'];False;True;f6bcf86545cfcdb3;[];enak banget makanannya!
15;3;1-10;788990.0;text;;['😍'];False;False;721619e0deff64cb;[];sip
16;3;1-10;788995.0;text;;[];False;False;721619e0deff64cb;[];cuy
17;3;1-10;792049.0;text;;['💚', '😘'];False;False;0c00fa689ce57df0;[];bro
18;3;11-50;792961.0;text;;['🍷'];False;False;f0ec28051b67394d;[];GW LAGI DIET TAPI GAGAL MULU
19;3;51-100;793006.0;text;;[];False;False;b7e7e1b0c382aee0;[];weekend ini gw mau staycation aja di kosan binge watching series baru
20;3;101-500;793256.0;text;;[];False;False;f0ec28051b67394d;[];KEMARIN MALEM GW SAMA TEMEN TEMEN NONGKRONG DI WARKOP BIASA SAMPE JAM 12 MALEM. KITA NGOBROL BANYAK HAL DARI MULAI TUGAS KULIAH, RENCANA LIBURAN, SAMPE MASALAH PERCINTAAN. SERU SIH WALAU BESOKNYA GW KESIANGAN MASUK KELAS PAGI DAN DOSEN NEGUR DI DEPAN SEMUA ORANG. MALU TAPI YA GIMANA LAGI
21;3;11-50;794397.0;text;;['🐃'];True;False;b7e7e1b0c382aee0;[];itu beneran apa hoax?
22;3;11-50;794420.0;text;;[];False;False;b7e7e1b0c382aee0;[];porsi makan gw nambah terus
23;4;11-50;1465977.0;text;;[];False;False;b7e7e1b0c382aee0;[];gw lg ngerjain tugas nih
24;4;11-50;1466011.0;text;;[];False;False;b7e7e1b0c382aee0;[];IPK gw turun semester ini
25;4;11-50;1466011.0;text;;['😊', '😙'];True;True;b7e7e1b0c382aee0;[];tugas dikumpul kapan sih?
26;4;11-50;1466014.0;text;;['😘'];False;False;b7e7e1b0c382aee0;[];tadi absen ga sih kamu
27;4;11-50;1466151.0;text;;[];False;False;2f9fdb90a4e170ca;[];gw skip kelas hari ni
28;4;11-50;1466257.0;text;;['🎈'];False;True;f0ec28051b67394d;[];GILA SIH LU BISA GITU!
29;4;101-500;1466390.0;text;;[];True;False;721619e0deff64cb;[];gw lagi bimbang nih... antara mau ikut organisasi kampus atau fokus ke... akademik aja. menurut... kalian gimana sih, worth it... ga sih ikut organisasi? soalnya gw denger banyak yang bilang bisa nambah soft skill tapi di sisi lain waktu buat belajar jadi... berkurang kan, gimana pengalaman kalian?
30;4;51-100;1466508.0;text;;[];False;False;721619e0deff64cb;[];gw denger katanya... semester depan ada mata kuliah baru yang... wajib diambil...
31;4;1-10;1466509.0;text;;['😬'];False;False;721619e0deff64cb;[];hehe
32;4;11-50;1466880.0;text;;['😘'];False;False;9dbfc545dd70a4cf;[];tadii absen ga sihh kamuuuu
33;4;11-50;1467638.0;text;;['❤'];False;False;31801ad4ddfef2d8;[];IPK gw turun semester ini
34;4;11-50;1468440.0;text;;['😘'];False;False;0c00fa689ce57df0;[];deadline besok pagi bro
35;4;11-50;1515409.0;text;;['❤'];False;False;bd7d32a8c3f04242;[];dosen gw galak banget sih
36;5;11-50;2072428.0;text;;['🎂'];False;False;b7e7e1b0c382aee0;[];gw mau nyoba restoran baru
37;5;11-50;2072491.0;text;;[];False;True;2f9fdb90a4e170ca;[];capek bgt hari ni!...
38;5;101-500;2072657.0;text;;['😊'];False;True;f6bcf86545cfcdb3;[];temen temen gw baru aja ngasih surprise ulang tahun yang paling berkesan dalam hidup gw! mereka diem diem booking tempat makan favorit gw dan undang semua temen deket. ada kue tart dan hadiah yang gw pengen dari lama. gw sampe nangis terharu sumpah ga nyangka mereka sebaik itu!
39;5;11-50;2072825.0;text;;['☎', '📱'];False;False;01fcb3da3cb48cc3;[];porsi makan gw nambah terus!!!
40;5;11-50;2072835.0;text;;[];False;False;01fcb3da3cb48cc3;[];porsi makan gw nambah terus!!
41;5;11-50;2073084.0;text;;[];False;False;9dbfc545dd70a4cf;[];sarapan duluuu baru mikirr
42;5;11-50;2073470.0;text;;['😘', '💐'];False;False;0c00fa689ce57df0;[];indomie telor udah cukup kok
43;5;11-50;2074623.0;text;;['👵🏻'];False;False;721619e0deff64cb;[];tadi gw makan nasi padang
44;5;51-100;2075745.0;text;;['🎂', '🍹', '💐', '🐃'];False;True;f0ec28051b67394d;[];SUMPAH GW KAGET BANGET PAS TAU NILAI UJIAN GW TERNYATA BAGUS BANGET!
45;5;11-50;2077719.0;text;;[];False;False;721619e0deff64cb;[];es teh manis satu ya... bang
46;5;11-50;2083034.0;text;;['🇪🇸', '☘', '💐'];False;False;43ded8f804cf6e05;[];GW LAGI DIET TAPI GAGAL MULU
47;5;1-10;2085111.0;text;;['🤣'];False;False;f6bcf86545cfcdb3;[];Fix.
48;5;11-50;2085126.0;text;;[];True;False;f6bcf86545cfcdb3;[];bawa motor apa naik apa?
49;5;11-50;2085242.0;text;;[];False;False;b7e7e1b0c382aee0;[];kopi susu yg biasa ya
50;5;1-10;2085396.0;text;;['🙄'];False;False;721619e0deff64cb;[];sip
51;5;11-50;2085418.0;text;;[];False;False;721619e0deff64cb;[];bakso malang itu... buka ga ya
52;5;11-50;2085444.0;text;;[];False;False;b7e7e1b0c382aee0;[];nongkrong yuk di kafe biasa
53;5;11-50;2086353.0;text;;['🍸'];False;False;9dbfc545dd70a4cf;[];tadi gw makannnn nasi padanggg
54;5;11-50;2086431.0;text;;[];False;False;b7e7e1b0c382aee0;[];gw lagi diet tapi gagal mulu
55;5;11-50;2086508.0;text;;[];True;False;31801ad4ddfef2d8;[];itu beneran apa hoax?
56;5;11-50;2086592.0;text;;[];False;False;b7e7e1b0c382aee0;[];gw mau nyoba restoran baru
57;5;1-10;2086761.0;text;;[];False;False;31801ad4ddfef2d8;[];ayok
58;6;11-50;2242904.0;text;;['🎂'];False;False;b7e7e1b0c382aee0;[];badminton yuk sore ini
59;6;11-50;2243459.0;text;;[];False;True;f6bcf86545cfcdb3;[];stress berat gw sama tugas!
60;6;11-50;2246804.0;text;;['🍷'];False;False;2f9fdb90a4e170ca;[];gw lg baca novel baru nih
61;6;11-50;2251929.0;text;;[];False;False;9dbfc545dd70a4cf;[];pertandingan bola tadi malam gila
62;6;1-10;2251978.0;text;;[];False;False;01fcb3da3cb48cc3;[];dih!!!
63;6;11-50;2251990.0;text;;[];False;False;01fcb3da3cb48cc3;[];badminton yuk sore ini!!
64;6;11-50;2254982.0;text;;['😘'];False;False;0c00fa689ce57df0;[];album baur dia eank bgt
65;6;51-100;2255716.0;text;;[];False;False;721619e0deff64cb;[];gw baru dapet info beasiswa buat... semester depan... mau coba daftar deh
66;6;11-50;2255831.0;text;;[];False;False;b7e7e1b0c382aee0;[];game baru udah download belum
67;6;11-50;2256236.0;text;;['🦞', '🦐', '🦀', '🥩', '🍗', '🍖', '🍷', '🥃', '🍸', '🍹', '🍾', '🍺'];False;True;f0ec28051b67394d;[];AKHIRNYA KELAR JUGA NIH!
68;6;101-500;2258472.0;text;;['🍾', '🍷', '🇪🇸'];False;False;43ded8f804cf6e05;[];TADI SIANG GW MAKAN DI WARUNG MAKAN BARU DEKET GERBANG BELAKANG KAMPUS. NASI GORENGNYA LUMAYAN ENAK DAN HARGANYA MURAH BANGET CUMA 12 RIBU UDAH SAMA ES TEH. KAYAKNYA BAKAL JADI LANGGANAN BARU DEH SOALNYA WARTEG BIASA GW UDAH MULAI NAIK HARGA DAN PORSINYA MAKIN DIKIT AJA
69;6;1-10;2263197.0;text;;[];True;False;01fcb3da3cb48cc3;[];jd!!
70;6;11-50;2263395.0;text;;['😘'];False;False;069712dedb31990e;[];futsal besok jadi ga,,,
71;6;11-50;2266562.0;text;;[];False;False;43ded8f804cf6e05;[];BADMINTON YUK SORE INI
72;6;11-50;2266613.0;text;;['💐'];False;False;43ded8f804cf6e05;[];GYM HARI INI SKIP DEH
73;6;11-50;2266662.0;text;;[];False;False;b7e7e1b0c382aee0;[];pertandingan bola tadi malam gila
74;6;1-10;2266695.0;text;;[];False;False;b7e7e1b0c382aee0;[];btw
75;6;0;2340921.0;video/mp4;;[];False;False;b7e7e1b0c382aee0;[];[Video]
76;7;11-50;2527969.0;text;;[];False;False;b7e7e1b0c382aee0;[];konser itu mahal banget tiketnya
77;7;11-50;2528873.0;text;;[];False;False;b7e7e1b0c382aee0;[];gw lagi baca novel baru nih
78;8;101-500;2863674.0;image/jpeg;;[];False;False;721619e0deff64cb;[];[Foto]
79;8;1-10;2864142.0;text;;['👌', '👏'];False;False;b7e7e1b0c382aee0;[];amin
80;8;0;2864213.0;video/mp4;;[];False;False;b7e7e1b0c382aee0;[];[Video]
81;8;11-50;2868342.0;text;;['🤔'];True;False;01fcb3da3cb48cc3;[];jadwal sidang kapan bro!!!
82;8;11-50;2868821.0;text;;[];False;False;721619e0deff64cb;[];eh denger gosip belum
83;9;51-100;3223564.0;text;;[];False;False;b7e7e1b0c382aee0;[];nyokap gw nelfon tadi nanyain kapan pulang, gw bilang aja abis ujian
84;9;1-10;3225010.0;text;;[];True;False;01fcb3da3cb48cc3;[];apa!!!
85;9;11-50;3225070.0;text;;[];False;False;b7e7e1b0c382aee0;[];matkul ini susah banget
86;9;11-50;3225100.0;text;;[];False;False;b7e7e1b0c382aee0;[];IPK gw turun semester ini
87;9;11-50;3225117.0;text;;[];False;False;b7e7e1b0c382aee0;[];dosen gw galak banget sih
88;9;1-10;3225123.0;text;;[];False;False;01fcb3da3cb48cc3;[];dah!!!
89;9;1-10;3225137.0;text;;[];False;False;01fcb3da3cb48cc3;[];yuk!!
90;9;1-10;3226340.0;image/jpeg;;[];False;False;b7e7e1b0c382aee0;[];[Foto]
91;9;11-50;3228635.0;text;;[];False;False;721619e0deff64cb;[];dosen gw galak banget sih
92;9;11-50;3228639.0;text;;[];True;False;721619e0deff64cb;[];jadi ketemuan ga... hari... ini?
93;9;51-100;3228688.0;text;;[];False;False;b7e7e1b0c382aee0;[];eh besok kita jadi ketemuan di kafe deket stasiun kan ya jam 2 siang
94;9;11-50;3228700.0;text;;[];False;False;b7e7e1b0c382aee0;[];perpus tutup jam berapa ya
95;10;51-100;3230321.0;text;;[];False;False;b7e7e1b0c382aee0;[];gw lagi bingung milih topik skripsi antara dua tema yang sama menariknya
96;10;1-10;3230455.0;text;;[];False;False;721619e0deff64cb;[];sis
97;10;11-50;3230471.0;text;;[];True;False;721619e0deff64cb;[];udah sampe belom?...
98;10;1-10;3230669.0;text;;[];False;False;b7e7e1b0c382aee0;[];gass
99;11;101-500;3232982.0;text;;[];False;False;b7e7e1b0c382aee0;[];kemarin malem gw sama temen temen nongkrong di warkop biasa sampe jam 12 malem. kita ngobrol banyak hal dari mulai tugas kuliah, rencana liburan, sampe masalah percintaan. seru sih walau besoknya gw kesiangan masuk kelas pagi dan dosen negur di depan semua orang. malu tapi ya gimana lagi
100;12;51-100;3235161.0;text;;[];False;False;b7e7e1b0c382aee0;[];kemarin malem gw begadang nonton bola sampe subuh terus ketiduran
101;12;101-500;3237129.0;text;;[];False;False;b7e7e1b0c382aee0;[];gw baru aja beres beresin kosan dan nemu barang barang lama dari jaman SMA. ada foto kelas, surat dari mantan, sama buku diary yang isinya cringe banget kalo dibaca sekarang. jadi nostalgia sendiri inget masa masa dulu yang lebih sederhana. kadang kangen juga sih jadi anak SMA lagi tanpa mikirin skripsi
102;12;11-50;3237134.0;text;;[];False;False;b7e7e1b0c382aee0;[];gw nyari parkir dulu bentar
103;12;1-10;3237200.0;text;;[];False;False;721619e0deff64cb;[];emm
104;12;11-50;3237231.0;text;;[];False;False;b7e7e1b0c382aee0;[];gw naik ojol aja deh
105;12;11-50;3238142.0;text;;[];True;False;0c856704ab739c6b;[];makan apa ntar siang?
106;12;101-500;3238234.0;text;;[];False;False;b7e7e1b0c382aee0;[];gw baru aja beres beresin kosan dan nemu barang barang lama dari jaman SMA. ada foto kelas, surat dari mantan, sama buku diary yang isinya cringe banget kalo dibaca sekarang. jadi nostalgia sendiri inget masa masa dulu yang lebih sederhana. kadang kangen juga sih jadi anak SMA lagi tanpa mikirin skripsi
107;12;0;3238266.0;image/jpeg;;[];False;False;b7e7e1b0c382aee0;[];[Foto]
108;13;11-50;3241513.0;text;;[];False;False;b7e7e1b0c382aee0;[];charger hp gw rusak lagi
109;13;11-50;3246135.0;text;;[];True;False;f0ec28051b67394d;[];BISA JEMPUT GW GA?
110;13;11-50;3247093.0;text;;[];False;False;721619e0deff64cb;[];gw baru ganti nomor... btw
111;13;11-50;3247604.0;text;;[];False;False;b7e7e1b0c382aee0;[];gw baru ganti nomor btw
112;13;11-50;3247785.0;text;;[];False;False;f0ec28051b67394d;[];HUJAN DERES GA BAWA PAYUNG
113;14;11-50;3282926.0;text;;[];True;False;0c856704ab739c6b;[];msh bangun ga lu jam segini?
114;14;51-100;3283064.0;text;;[];False;False;6b22613b999f90f7;[];dosennn killerrr itu ternyata baik bangetttt orangnyaaa kaloo diajakk ngobrol santai
115;15;51-100;3286814.0;text;;[];False;False;6b22613b999f90f7;[];laptop gw mulai lemotttt nih kayaknyaaa harussss install ulang atau ganti ramm
116;15;1-10;3286866.0;text;;['👍🏻', '😊'];False;False;f6bcf86545cfcdb3;[];Iyaa.
117;15;11-50;3287649.0;text;115.0;[];False;False;01fcb3da3cb48cc3;[];hujan deres ga bawa payung!!
118;15;11-50;3295972.0;image/jpeg;;[];False;False;b7e7e1b0c382aee0;[];[Foto]
119;15;1-10;3296381.0;text;;[];False;False;01fcb3da3cb48cc3;[];ah!!
120;15;51-100;3296397.0;text;;[];False;False;01fcb3da3cb48cc3;[];gw lagi dengerin podcast tentang psikologi, lumayan buat nambah wawasan!!
121;15;11-50;3296434.0;text;;[];False;False;01fcb3da3cb48cc3;[];bentar ya gw lg di jalan!!
122;15;1-10;3296442.0;text;;['🔝'];False;False;01fcb3da3cb48cc3;[];seep!!
123;15;11-50;3296535.0;text;;[];False;False;b7e7e1b0c382aee0;[];internet mati lagi di kosan
124;16;0;3427475.0;system;;[];False;False;ff10356f65475234;[];[Pesan sistem]
125;16;0;3549761.0;image/jpeg;;[];False;False;b7e7e1b0c382aee0;[];[Foto]
126;16;1-10;3554826.0;text;;['🙀'];False;False;f0ec28051b67394d;[];OKK
127;16;1-10;3556265.0;text;;['🤣'];False;False;31801ad4ddfef2d8;[];hem
128;16;101-500;3556611.0;text;;[];False;False;2f9fdb90a4e170ca;[];minggu lalu gw... akhirnya beraniin diri buat ngomong sm dosen pembimbing soal... progress skripsi yg mandek.... ternyata beliau pengertian bgt... dan kasih banyak masukan yg berguna. gw nyesel ga ngomong dr awal soalnya selama ni gw... cuma takut ditolak atau... dimarahin padahal dosennya baik bgt
129;16;11-50;3558016.0;text;;[];False;False;b7e7e1b0c382aee0;[];gw lagi di atm sebentar
130;16;51-100;3558085.0;text;;[];False;False;b7e7e1b0c382aee0;[];gw lagi dengerin podcast tentang psikologi, lumayan buat nambah wawasan
131;16;11-50;3558351.0;text;;[];False;False;b7e7e1b0c382aee0;[];bentar ya gw lg di jalan
132;16;11-50;3558395.0;text;;[];False;False;31801ad4ddfef2d8;[];wifi kampus lemot parah
133;16;11-50;3558484.0;text;;[];False;False;b7e7e1b0c382aee0;[];capek banget hari ini asli
134;16;1-10;3559003.0;text;;[];False;True;31801ad4ddfef2d8;[];hebat!
135;16;0;3629193.0;image/jpeg;;[];False;False;b7e7e1b0c382aee0;[];[Foto]
136;17;0;3745026.0;image/jpeg;;[];False;False;2f9fdb90a4e170ca;[];[Foto]
137;17;1-10;3745084.0;text;;[];True;False;9dbfc545dd70a4cf;[];masa?
138;17;11-50;3745099.0;text;;[];False;False;9dbfc545dd70a4cf;[];bakso malang ituuuu buka ga ya
139;17;0;3745145.0;image/jpeg;;[];False;False;2f9fdb90a4e170ca;[];[Foto]
140;17;1-10;3746246.0;text;;['😁'];False;False;31801ad4ddfef2d8;[];bro
141;17;1-10;3748837.0;text;;['😍'];False;False;721619e0deff64cb;[];woy
142;17;51-100;3748932.0;text;;['😨'];False;False;721619e0deff64cb;[];gw udah download semua materi kuliah tapi belum... sempat baca sama sekali
143;17;11-50;3749166.0;text;;['🤣', '🤪'];False;False;f6bcf86545cfcdb3;[];Nongkrong yuk di kafe biasa.
144;17;1-10;3749470.0;text;;['👏🏻'];False;False;01fcb3da3cb48cc3;[];lol!!!
145;17;11-50;3749531.0;text;;['👏🏻', '🇺🇸', '🇪🇸'];False;True;f0ec28051b67394d;[];CAPEK BANGET HARI INI!
146;17;11-50;3750274.0;text;;['🥰'];False;False;f6bcf86545cfcdb3;[];Tadi gw makan nasi padang.
147;17;1-10;3750329.0;text;;['😴'];False;False;9dbfc545dd70a4cf;[];benerr
148;17;101-500;3750832.0;text;;['😁', '🚩'];False;True;721619e0deff64cb;[];parah banget banjir di daerah kosan gw semalam... sampai air masuk ke... kamar setinggi betis! barang... barang gw banyak yang kerendem termasuk buku kuliah... dan... sepatu. gw harus... ngungsi ke... kosan temen dan sekarang lagi bersihin semua barang. semoga ga ada yang rusak parah sih!
149;17;11-50;3751104.0;text;;[];False;True;0c856704ab739c6b;[];enak bgt makanannya!
150;17;11-50;3751178.0;text;;[];False;False;b7e7e1b0c382aee0;[];gw lagi diet tapi gagal mulu
151;17;11-50;3751967.0;text;;[];False;True;f6bcf86545cfcdb3;[];capek banget hari ini!
152;17;11-50;3752007.0;text;;['😉'];False;False;f6bcf86545cfcdb3;[];Es teh manis satu ya bang.
153;17;11-50;3752051.0;text;;[];True;False;b7e7e1b0c382aee0;[];itu beneran apa hoax?
154;17;11-50;3752114.0;text;;[];True;False;b7e7e1b0c382aee0;[];bayar berapa sih tadi?
155;17;0;3752137.0;system;;[];False;False;0c856704ab739c6b;[];[Pesan sistem]
156;17;11-50;3760778.0;text;;['💐', '🇪🇸', '☘'];False;False;43ded8f804cf6e05;[];KOPI SUSU YG BIASA YA
157;17;0;3768223.0;image/jpeg;;[];False;False;2f9fdb90a4e170ca;[];[Foto]
158;17;1-10;3768679.0;text;;['👏🏿'];False;False;31801ad4ddfef2d8;[];yep
159;17;11-50;3779115.0;text;;[];False;False;01fcb3da3cb48cc3;[];gw mau pesen gofood dulu!!!
160;17;11-50;3779138.0;text;;[];True;False;01fcb3da3cb48cc3;[];itu beneran apa hoax!!
161;17;51-100;3797262.0;text;;[];False;False;0c856704ab739c6b;[];gw udah download smua materi kuliah tp blm sempat baca sm sekali
162;17;1-10;3797336.0;text;;['😜'];False;False;0c856704ab739c6b;[];gass
163;17;11-50;3803415.0;text;;['👏🏻', '😃'];False;False;f0ec28051b67394d;[];GW MAU NYOBA RESTORAN BARU
164;17;11-50;3808719.0;text;;[];False;False;01fcb3da3cb48cc3;[];kopi susu yg biasa ya!!!
165;17;1-10;3808745.0;text;;['😅'];False;False;01fcb3da3cb48cc3;[];bro!!!
166;17;1-10;3812787.0;text;;[];False;True;ff10356f65475234;[];wow!
167;17;0;3821555.0;image/jpeg;;[];False;False;f6bcf86545cfcdb3;[];[Foto]
168;17;0;3821556.0;image/jpeg;;[];False;False;f6bcf86545cfcdb3;[];[Foto]
169;17;0;3821557.0;image/jpeg;;[];False;False;f6bcf86545cfcdb3;[];[Foto]
170;17;0;3821560.0;image/jpeg;;[];False;False;f6bcf86545cfcdb3;[];[Foto]
171;17;0;3821561.0;image/jpeg;;[];False;False;f6bcf86545cfcdb3;[];[Foto]
172;17;0;3821561.0;image/jpeg;;[];False;False;f6bcf86545cfcdb3;[];[Foto]
173;17;0;3821563.0;image/jpeg;;[];False;False;f6bcf86545cfcdb3;[];[Foto]
174;17;0;3821564.0;image/jpeg;;[];False;False;f6bcf86545cfcdb3;[];[Foto]
175;17;0;3821565.0;image/jpeg;;[];False;False;f6bcf86545cfcdb3;[];[Foto]
176;17;0;3821566.0;image/jpeg;;[];False;False;f6bcf86545cfcdb3;[];[Foto]
177;17;0;3821567.0;image/jpeg;;[];False;False;f6bcf86545cfcdb3;[];[Foto]
178;17;0;3821569.0;image/jpeg;;[];False;False;f6bcf86545cfcdb3;[];[Foto]
179;17;1-10;3825811.0;text;;['👏🏻', '😉'];False;False;01fcb3da3cb48cc3;[];bro!!!
180;17;11-50;3826299.0;text;;['👏🏻', '😃'];False;False;f0ec28051b67394d;[];PORSI MAKAN GW NAMBAH TERUS
181;17;1-10;3826442.0;text;;['👏'];False;False;b7e7e1b0c382aee0;[];cuy
182;18;51-100;4241668.0;text;;[];True;False;b7e7e1b0c382aee0;[];ada yang punya softcopy buku mata kuliah statistik semester ini ga?
183;18;11-50;4241716.0;text;;[];False;False;f0ec28051b67394d;[];GW LG SIBUK BGT MINGGU INI
184;18;11-50;4241716.0;text;;['🐃'];False;False;b7e7e1b0c382aee0;[];gw baru ganti nomor btw
185;19;11-50;4834984.0;text;;[];False;False;b7e7e1b0c382aee0;[];nongkrong yuk di kafe biasa
186;19;11-50;4835022.0;text;;[];False;False;b7e7e1b0c382aee0;[];bakso malang itu buka ga ya
187;19;101-500;4846815.0;text;;['🤝🏻'];False;True;f0ec28051b67394d;[];YESSS GW AKHIRNYA DAPET NILAI A DI MATA KULIAH YANG PALING GW TAKUTIN SELAMA INI! PADAHAL GW UDAH PASRAH BANGET PAS UJIAN SOALNYA SOALNYA SUSAH PARAH. TERNYATA TUGAS DAN PRESENTASI GW NILAINYA BAGUS JADI BISA NUTUPIN NILAI UJIAN. ALHAMDULILLAH BANGET PERJUANGAN GA SIA SIA!
