id;conversation_id;num_characters;relative_time_seconds;message_type;responds_to_id;array_emojis;interrogative;exclamatory;sender_hash;mentioned_phones_hash;message_content
1;1;11-50;0.0;text;;[];False;False;5461c5fe3cc7cbe9;[];speedboat cadangan standby di marina
2;1;0;2.0;system;;[];False;False;5461c5fe3cc7cbe9;[];[Pesan sistem]
3;1;101-500;148.0;text;;[];False;False;5461c5fe3cc7cbe9;[];paspor dan dokumen identitas dari 15 orang yang baru dateng udah gw kumpulin semua dan taro di brankas lantai 2. gw bilang ke mereka ini prosedur standar buat pengurusan visa dan izin kerja. ada 3 orang yang agak curiga tapi setelah gw kasih liat surat palsu dari kedutaan mereka akhirnya mau nyerahin juga
4;1;11-50;941.0;text;;[];False;False;8f91577336d3dd31;[];sertifikat tanah udah aman semua
5;1;51-100;974.0;text;;[];False;False;8f91577336d3dd31;[];pak haji mau semua sertifikat tanah dikirim ke alamat gudang sebelum jumat
6;1;51-100;980.0;text;;[];False;False;8f91577336d3dd31;[];gw udah simpan 12 paspor di brankas kantor, kunci cuma ada 2 satu sama gw
7;1;11-50;1880.0;text;;[];False;True;5461c5fe3cc7cbe9;[];titik kumpul di koordinat biasa
8;1;11-50;3087.0;text;;['😁'];False;False;8f91577336d3dd31;[];tanpa surat mereka ga bisa lari
9;1;11-50;120638.0;text;;['😁'];False;False;8f91577336d3dd31;[];scan ktp kirim ke nomor biasa
10;2;101-500;357993.0;text;;[];False;True;5461c5fe3cc7cbe9;[];temen temen gw baru aja ngasih surprise ulang tahun yang paling berkesan dalam hidup gw! mereka diem diem booking tempat makan favorit gw dan undang semua temen deket. ada kue tart dan hadiah yang gw pengen dari lama. gw sampe nangis terharu sumpah ga nyangka mereka sebaik itu!
11;2;11-50;358005.0;text;;[];False;False;5461c5fe3cc7cbe9;[];dompet gw ketinggalan di rumah
12;3;101-500;370521.0;text;;[];False;False;5461c5fe3cc7cbe9;[];tadi siang gw makan di warung makan baru deket gerbang belakang kampus. nasi gorengnya lumayan enak dan harganya murah banget cuma 12 ribu udah sama es teh. kayaknya bakal jadi langganan baru deh soalnya warteg biasa gw udah mulai naik harga dan porsinya makin dikit aja
13;3;11-50;370681.0;text;;[];False;False;8f91577336d3dd31;[];podcast yg lu rekomen mana
14;4;51-100;452832.0;text;;[];False;True;5461c5fe3cc7cbe9;[];sumpah gw kaget banget pas tau nilai ujian gw ternyata bagus banget!
15;4;11-50;452861.0;text;;[];True;False;5461c5fe3cc7cbe9;[];itu beneran apa hoax?
16;4;11-50;452886.0;text;;[];False;False;8f91577336d3dd31;[];masak sendiri lebih hemat sih
17;5;51-100;521123.0;text;;[];True;False;8f91577336d3dd31;[];titik jemput di koordinat -5.8706, 105.7476, daerah bakauheni, jam 2 pagi besok
18;5;51-100;521183.0;text;;[];False;False;5461c5fe3cc7cbe9;[];Mandor hitung total piutang dari 20 orang sekarang udah tembus 1 miliar lebih
19;5;101-500;521248.0;text;;[];False;False;5461c5fe3cc7cbe9;[];sistem yang kita pake sekarang udah jalan lancar. setiap orang yang berangkat otomatis punya hutang 50 juta ke kita. dari gaji bulanan mereka 3 juta langsung dipotong 70 persen buat cicilan. sisanya mereka pake buat makan dan kebutuhan dasar yang harganya kita markup 3 kali lipat. jadi hutang mereka ga pernah lunas dan mereka terus kerja tanpa henti
20;5;11-50;521259.0;text;;[];False;False;5461c5fe3cc7cbe9;[];kalo kabur hutangnya tetep jalan
21;5;11-50;521261.0;text;;[];False;False;8f91577336d3dd31;[];juragan mau cashflow report minggu ini
22;6;101-500;552812.0;image/jpeg;;[];True;False;8f91577336d3dd31;[];[Foto]
23;6;11-50;552829.0;text;;[];False;False;8f91577336d3dd31;[];cuaca hari ini panas banget
24;6;51-100;552919.0;text;;[];False;False;8f91577336d3dd31;[];tadi gw antri di administrasi kampus 2 jam cuma buat ngurus surat
25;6;101-500;553425.0;text;;[];False;False;5461c5fe3cc7cbe9;[];gw baru selesai nonton dokumenter tentang kehidupan nelayan di pesisir utara Jawa. sedih banget liat perjuangan mereka yang harus melaut berhari hari cuma buat dapet ikan yang harganya ga seberapa di pasar. bikin gw makin bersyukur sih sama kehidupan gw sekarang walau kadang ngeluh juga
26;6;101-500;553479.0;text;;[];False;False;8f91577336d3dd31;[];rencana liburan semester ini gw mau road trip sama temen temen ke jogja. kita udah patungan buat sewa mobil dan booking penginapan murah di daerah malioboro. itinerary nya udah gw bikin detail dari hari pertama sampe hari ketiga. tinggal eksekusi aja nih semoga cuaca mendukung dan ga ada halangan
27;6;101-500;553488.0;text;;[];False;False;5461c5fe3cc7cbe9;[];gw baru selesai nonton dokumenter tentang kehidupan nelayan di pesisir utara Jawa. sedih banget liat perjuangan mereka yang harus melaut berhari hari cuma buat dapet ikan yang harganya ga seberapa di pasar. bikin gw makin bersyukur sih sama kehidupan gw sekarang walau kadang ngeluh juga
28;6;0;553489.0;image/jpeg;;[];False;False;8f91577336d3dd31;[];[Foto]
29;6;11-50;553843.0;image/jpeg;;[];False;False;5461c5fe3cc7cbe9;[];[Foto]
30;6;11-50;553880.0;text;;[];False;False;8f91577336d3dd31;[];gw lg sibuk bgt minggu ini
31;6;51-100;553888.0;text;;[];False;False;5461c5fe3cc7cbe9;[];gw lagi dengerin podcast tentang psikologi, lumayan buat nambah wawasan
32;6;11-50;553925.0;text;;[];False;False;8f91577336d3dd31;[];hp gw lowbat nih
33;6;11-50;553944.0;text;;[];False;False;5461c5fe3cc7cbe9;[];cuaca hari ini panas banget
34;7;11-50;639566.0;text;;[];True;True;5461c5fe3cc7cbe9;[];itu beneran apa hoax?
35;7;11-50;639749.0;text;;['👍🏻'];False;False;8f91577336d3dd31;[];gw mau pesen gofood dulu
36;7;101-500;649366.0;text;;[];False;True;5461c5fe3cc7cbe9;[];temen temen gw baru aja ngasih surprise ulang tahun yang paling berkesan dalam hidup gw! mereka diem diem booking tempat makan favorit gw dan undang semua temen deket. ada kue tart dan hadiah yang gw pengen dari lama. gw sampe nangis terharu sumpah ga nyangka mereka sebaik itu!
37;7;1-10;649376.0;text;;['🙄'];False;False;5461c5fe3cc7cbe9;[];woy
38;7;11-50;649587.0;image/jpeg;;['😊'];False;False;5461c5fe3cc7cbe9;[];[Foto]
39;7;1-10;649684.0;text;;['🙆🏻\u200d♀️'];False;False;5461c5fe3cc7cbe9;[];cuy
40;8;11-50;2368177.0;text;;[];False;True;5461c5fe3cc7cbe9;[];enak banget makanannya!
41;8;51-100;2368217.0;text;;[];True;False;5461c5fe3cc7cbe9;[];ada yang tau kenapa kantin kampus tutup lebih awal hari ini ga sih?
42;8;51-100;2368259.0;text;;[];False;False;5461c5fe3cc7cbe9;[];tadi di kantin ketemu anak angkatan bawah yang kenal sama temen SMA gw
43;8;51-100;2368345.0;text;;[];False;False;8f91577336d3dd31;[];tadi di kantin ketemu anak angkatan bawah yang kenal sama temen sma gw
44;8;1-10;2368357.0;text;;['😁'];False;False;8f91577336d3dd31;[];ayok
45;9;11-50;2532368.0;text;;[];False;True;658ac9f88930b916;[];AKHIRNYA KELAR JUGA NIH!
46;9;11-50;2532385.0;text;;[];False;False;658ac9f88930b916;[];PODCAST YG LU REKOMEN MANA
47;9;1-10;2533045.0;text;;[];False;False;8f91577336d3dd31;[];kuy
48;9;11-50;2533328.0;text;;[];False;False;658ac9f88930b916;[];BADMINTON YUK SORE INI
49;10;11-50;2941681.0;text;;[];False;False;5461c5fe3cc7cbe9;[];futsal besok jadi ga
50;10;101-500;2942531.0;text;;[];False;False;8f91577336d3dd31;[];tadi siang gw makan di warung makan baru deket gerbang belakang kampus. nasi gorengnya lumayan enak dan harganya murah banget cuma 12 ribu udah sama es teh. kayaknya bakal jadi langganan baru deh soalnya warteg biasa gw udah mulai naik harga dan porsinya makin dikit aja
51;11;51-100;3057506.0;text;;[];False;False;8f91577336d3dd31;[];pastiin semua fotokopi berkas notaris udah di scan dan backup di hard disk
52;11;11-50;3057516.0;text;;[];False;False;8f91577336d3dd31;[];ktp sama ijazah taruh di kantor
53;11;0;3057526.0;image/jpeg;;[];False;False;8f91577336d3dd31;[];[Foto]
54;11;51-100;3057557.0;text;;[];False;False;8f91577336d3dd31;[];ijazah mereka gw tahan dulu biar ga coba coba kabur sebelum kontrak selesai
55;11;51-100;3057849.0;text;;['🙆🏻\u200d♀️'];False;False;5461c5fe3cc7cbe9;[];ijazah mereka gw tahan dulu biar ga coba coba kabur sebelum kontrak selesai
56;11;11-50;3057880.0;text;;[];False;False;8f91577336d3dd31;[];surat gudang ditaruh di brankas
57;11;1-10;3058500.0;text;;[];False;True;658ac9f88930b916;[];MANTAP
58;11;11-50;3058511.0;text;;[];False;False;658ac9f88930b916;[];GANTI RUTE LEWAT PELABUHAN KECIL
59;11;11-50;3058537.0;text;;[];False;False;658ac9f88930b916;[];POLISI PATROLI LEWAT JAM 10 MALEM
60;11;11-50;3058572.0;text;;[];False;False;658ac9f88930b916;[];GANTI RUTE LEWAT PELABUHAN KECIL
61;11;11-50;3058608.0;text;;[];False;False;658ac9f88930b916;[];PAK HAJI MINTA SEMUA BERKAS DIKIRIM
62;11;11-50;3058639.0;text;;[];False;False;658ac9f88930b916;[];PAK HAJI MINTA SEMUA BERKAS DIKIRIM
63;11;11-50;3058649.0;text;;[];False;False;658ac9f88930b916;[];SERTIFIKAT TANAH UDAH AMAN SEMUA
64;11;11-50;3058672.0;text;;[];False;False;8f91577336d3dd31;[];jangan kasih balik dulu dokumennya
65;11;1-10;3058680.0;text;;[];False;False;658ac9f88930b916;[];SIAP
66;11;51-100;3058708.0;text;;[];False;False;658ac9f88930b916;[];KALO ADA YANG MINTA BALIK DOKUMENNYA BILANG AJA LAGI DI KEDUTAAN PROSES VISA
67;11;1-10;3058715.0;text;;['👍🏽'];False;False;658ac9f88930b916;[];AMAN
68;11;11-50;3064543.0;text;;[];False;False;8f91577336d3dd31;[];kapal sandar jam 3 subuh besok
69;11;11-50;3064577.0;image/jpeg;;[];True;False;8f91577336d3dd31;[];[Foto]
70;11;11-50;3064584.0;text;;[];True;False;8f91577336d3dd31;[];ktp sama ijazah taruh di kantor
71;11;0;3065637.0;image/jpeg;;[];False;False;658ac9f88930b916;[];[Foto]
72;11;1-10;3066342.0;text;;[];False;True;5461c5fe3cc7cbe9;[];cek
73;11;11-50;3068138.0;text;;[];False;False;658ac9f88930b916;[];GANTI RUTE LEWAT PELABUHAN KECIL
74;12;11-50;4623762.0;text;;[];False;True;5461c5fe3cc7cbe9;[];gw seneng banget dapet A!
