id;conversation_id;num_characters;relative_time_seconds;message_type;responds_to_id;array_emojis;interrogative;exclamatory;sender_hash;mentioned_phones_hash;message_content
1;842;0;0.0;image/jpeg;;[];False;False;fd0ec3b1ec59cca9;[];[Foto]
2;842;0;36.0;sticker/webp;;[];False;False;80e0a8c1674df735;[];[Stiker]
3;842;11-50;44.0;text;;[];False;False;59a1690f47a65083;[];GW KANGEN MASAKAN RUMAH
4;842;11-50;382.0;text;;['💪🏻'];False;False;fd0ec3b1ec59cca9;[];mama minta gw pulang weekend
5;842;0;597.0;sticker/webp;;[];False;False;ad6af24285037197;[];[Stiker]
6;842;0;1030.0;sticker/webp;;[];False;False;80e0a8c1674df735;[];[Stiker]
7;843;51-100;50832.0;text;;[];False;False;b2f05e1b1b1bfeb9;[];tadi di kantin ketemu,,, anak angkatan,,, bawah yang,,, kenal sama temen sma,,, gw
8;843;11-50;50844.0;text;;[];False;False;b2f05e1b1b1bfeb9;[];es teh manis satu,,, ya bang
9;843;11-50;50848.0;text;;[];True;False;b2f05e1b1b1bfeb9;['9106c26bfc5969db'];bayar berapa sih tadi?,,,
10;843;1-10;50902.0;text;;[];False;False;d64d9d05e8479c42;[];ngab
11;843;0;50921.0;image/jpeg;;[];False;False;d64d9d05e8479c42;[];[Foto]
12;843;11-50;50928.0;text;;[];False;False;d64d9d05e8479c42;['b2f05e1b1b1bfeb9'];sarapan dulu baru mikir
13;843;1-10;50955.0;text;;[];True;False;d64d9d05e8479c42;[];kok?
14;843;11-50;50956.0;text;;[];False;False;d64d9d05e8479c42;['9106c26bfc5969db'];bakso malang itu buka ga ya...
15;843;1-10;50992.0;text;;[];True;False;b2f05e1b1b1bfeb9;[];serius?
16;843;1-10;50993.0;text;;[];False;False;b2f05e1b1b1bfeb9;[];yep
17;843;1-10;50995.0;text;;[];False;False;b2f05e1b1b1bfeb9;[];bener
18;843;11-50;50999.0;text;;[];False;False;b2f05e1b1b1bfeb9;[];porsi makan gw nambah,,, terus
19;843;11-50;50999.0;text;;[];True;False;d64d9d05e8479c42;[];bayar berapa sih tadi?
20;843;11-50;51004.0;text;;[];True;False;d64d9d05e8479c42;[];itu beneran apa hoax?
21;843;11-50;51006.0;text;;[];False;False;b2f05e1b1b1bfeb9;[];masak sendiri lebih,,, hemat sih
22;843;1-10;51006.0;text;;[];False;False;d64d9d05e8479c42;[];lol
23;843;11-50;51012.0;text;;[];False;False;b2f05e1b1b1bfeb9;[];gw lagi diet tapi gagal mulu
24;843;11-50;51012.0;text;;['🤦🏻\u200d♂'];False;False;d64d9d05e8479c42;[];es teh manis satu ya bang
25;843;11-50;51028.0;text;;[];False;False;b2f05e1b1b1bfeb9;[];nongkrong yuk,,, di kafe biasa
26;843;1-10;51034.0;text;;[];False;False;b2f05e1b1b1bfeb9;[];cuy
27;843;11-50;51094.0;image/jpeg;;[];False;False;b2f05e1b1b1bfeb9;[];[Foto]
28;843;11-50;51102.0;text;;[];False;False;b2f05e1b1b1bfeb9;[];indomie telor udah cukup kok
29;843;11-50;51136.0;text;;[];False;False;b2f05e1b1b1bfeb9;[];bakso malang itu,,, buka ga ya
30;843;1-10;51141.0;text;;[];False;False;b2f05e1b1b1bfeb9;[];gass
31;843;1-10;51141.0;text;;['😂', '😅'];False;False;b2f05e1b1b1bfeb9;[];ngab
32;843;1-10;51281.0;text;27.0;[];False;False;d64d9d05e8479c42;[];woy
33;843;11-50;51305.0;text;;[];True;False;b2f05e1b1b1bfeb9;[];udah sampe belom?
34;843;11-50;51324.0;text;;[];False;False;d64d9d05e8479c42;[];masak sendiri lebih hemat sih...
35;843;1-10;51336.0;text;;[];False;False;b2f05e1b1b1bfeb9;[];woy
36;843;1-10;51337.0;text;;['😂'];False;False;b2f05e1b1b1bfeb9;[];woy
37;843;1-10;51743.0;text;27.0;[];False;False;80e0a8c1674df735;[];bener
38;843;11-50;51749.0;text;;[];False;False;80e0a8c1674df735;[];gw lagi diet tapi gagal mulu
39;843;11-50;51759.0;text;;[];False;False;80e0a8c1674df735;[];gw mau pesen gofood dulu
40;843;11-50;52040.0;text;;[];False;False;80e0a8c1674df735;[];sarapan dulu baru mikir
41;844;1-10;53734.0;text;27.0;[];False;False;6a64cf3c31185333;[];bole
42;844;0;53757.0;video/mp4;;[];False;False;b2f05e1b1b1bfeb9;[];[Video]
43;844;11-50;53825.0;text;;[];True;False;6a64cf3c31185333;[];boleh gw ikuttt ga?
44;844;51-100;53826.0;text;;[];True;False;6a64cf3c31185333;[];menurut lu gw harussss ambill mata kuliah pilihan yangggg manaaaa semester depan?
45;844;0;53854.0;video/mp4;;[];False;False;b2f05e1b1b1bfeb9;[];[Video]
46;844;11-50;53866.0;text;;[];False;False;b2f05e1b1b1bfeb9;[];lu udah makan belum
47;844;11-50;53869.0;text;;[];False;False;b2f05e1b1b1bfeb9;[];kelas tambahan hari sabtu,,, sih
48;844;11-50;53908.0;text;;[];False;False;80e0a8c1674df735;[];lu udah makan belum
49;844;11-50;53956.0;text;;[];False;False;80e0a8c1674df735;[];kelas tambahan hari sabtu sih
50;844;11-50;53970.0;text;;[];True;False;6a64cf3c31185333;[];boleh gw ikuttt ga?
51;844;11-50;53970.0;text;;[];False;False;b2f05e1b1b1bfeb9;[];sidang minggu depan doain ya
52;844;11-50;53988.0;text;;[];False;False;6a64cf3c31185333;[];gw baru ajaaaa darii kampus
53;844;1-10;54062.0;text;;['😯'];False;False;6a64cf3c31185333;[];asli
