id;conversation_id;num_characters;relative_time_seconds;message_type;responds_to_id;array_emojis;interrogative;exclamatory;sender_hash;mentioned_phones_hash;message_content
1;1152;11-50;0.0;text;;['💪'];False;True;40294fc4b1bfa674;[];asik besok libur guys!
2;1152;11-50;908.0;text;;['☺'];False;True;233c819c3a070898;[];gw seneng banget dapet a!
3;1152;11-50;997.0;text;;[];False;True;4a0cb83ecc55cccd;[];ASIK BESOK LIBUR GUYS!
4;1152;11-50;1779.0;text;;['🥳'];False;True;1faa634dc9c5b396;[];gw seneng bgt dapet a!
5;1152;11-50;1950.0;text;;[];False;True;280047c86fd5e247;[];asik besok libur guys!,,,
6;1153;51-100;6094.0;text;;['☺️'];False;False;10fd24bef54b2f94;['5694187ae160b64e'];gw lagi mikirin... mau ambil magang di perusahaan mana buat semester depan
7;1153;11-50;6362.0;text;;[];False;True;993901367e066e74;[];parah sih tadi kejadiannya!
8;1153;11-50;6371.0;text;;['😻'];False;True;993901367e066e74;[];kerennn abissss presentasinya!
9;1153;11-50;6385.0;text;;[];False;False;993901367e066e74;[];tugas kelompok bikin pusing
10;1153;11-50;6398.0;text;;[];False;True;993901367e066e74;[];keren abis presentasinya!
11;1153;11-50;6721.0;text;;[];False;True;aeff3b28d8b53eb7;['5694187ae160b64e'];keren abis presentasinya!!
12;1153;11-50;8093.0;text;;[];False;True;d1a14a4bdf1e42d0;['5694187ae160b64e'];keren abis presentasinya!
13;1153;11-50;11067.0;text;;['🙌🏻'];False;True;7c57aa0ede20fa8f;[];parah sih tdai kejadiannay!
14;1153;11-50;13034.0;text;;['🥳', '🎉', '☺️'];False;True;967bf56f12d5c3c9;[];parah sih tadi kejadiannya!...
15;1153;11-50;28244.0;text;;[];False;True;b49b71cac7ffbe2d;[];parah sihhhh tadi kejadiannya!
16;1154;101-500;73477.0;text;;[];False;True;41feac93695aa2eb;[];temen temen gw baru aja ngasih surprise ulang tahun yang paling berkesan dalam hidup gw! mereka diem diem booking tempat makan favorit gw dan undang semua temen deket. ada kue tart dan hadiah yang gw pengen dari lama. gw sampe nangis terharu sumpah ga nyangka mereka sebaik itu!
17;1154;11-50;73493.0;text;;[];False;False;5694187ae160b64e;[];wifi kampus lemot parah
18;1154;11-50;73511.0;text;;[];False;False;5694187ae160b64e;[];gw lagi di atm sebentar
19;1154;11-50;73564.0;text;;[];False;False;4a0cb83ecc55cccd;[];WIFI KAMPUS LEMOT PARAH
20;1154;1-10;74801.0;text;;['🤣'];False;False;6e965a71942b9869;[];EH
21;1154;1-10;75526.0;text;;['🤣'];False;False;993901367e066e74;[];yoii
22;1155;0;169631.0;video/mp4;;[];False;False;6e965a71942b9869;[];[Video]
23;1155;51-100;169661.0;text;;[];False;False;6e965a71942b9869;[];MOTOR GW MOGOK DI TENGAH JALAN TADI PAGI JADI GW TELAT MASUK KELAS
24;1155;11-50;169749.0;text;;[];False;False;f1a3c56d39a00eb9;[];gw ngga bs ikut malem ni
25;1155;11-50;169787.0;text;;['😱'];False;False;6e965a71942b9869;[];LU DIMANA SIH LAMA BANGET
